,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
872,1603,18:753416A,226003,23,028C,Wesenbeck,Matthäus,matthäus wesenbeck,433,aut,VerfasserIn
873,1603,15:745552G,226049,33,028C,Sigismund,Georg,georg sigismund,785,dte,WidmungsempfängerIn
874,1603,15:743494K,226060,21,028C,Rasche,Christoph Ludwig,christoph ludwig rasche,242,rsp,RespondentIn
875,1603,23:690291B,226418,16,028C,Friederich,Georg,georg friederich,520,dte,WidmungsempfängerIn
876,1603,23:620247S,226920,18,028C,Ortenburg,Friedrich Casimir,friedrich casimir ortenburg,316,dte,WidmungsempfängerIn
877,1602,14:654529N,229016,18,028C,Fridericus,Johannes,johannes fridericus,018,dte,WidmungsempfängerIn
878,1602,12:188477R,229658,17,028C,Bünau,Rudolph,rudolph bünau,346,dte,WidmungsempfängerIn
879,1602,12:188477R,229658,17,028C,Bünau,Rudolph,rudolph bünau,830,dte,WidmungsempfängerIn
880,1602,12:188477R,229658,18,028C,Bünau,Günther,günther bünau,862,dte,WidmungsempfängerIn
881,1601,1:733847T,230939,16,028C,Adam,Johann,johann adam,705,dte,WidmungsempfängerIn
882,1601,547:689589H,231314,17,028C,Schulenburg,Matthias,matthias schulenburg,210,dte,WidmungsempfängerIn
883,1601,7:679791M,231398,19,028C,Wilhelmus,Fridericus,fridericus wilhelmus,401,dte,WidmungsempfängerIn
884,1601,7:679791M,231398,19,028C,Wilhelmus,Fridericus,fridericus wilhelmus,577,dte,WidmungsempfängerIn
885,1693,3:605031U,233627,21,028C,Freyberg,Wilhelm Heinrich,wilhelm heinrich freyberg,439,dte,WidmungsempfängerIn
886,1693,3:602932N,233854,18,028C,Wilhelmus,Carolus,carolus wilhelmus,825,dte,WidmungsempfängerIn
887,1693,3:000225U,233997,23,028C,Ludwig,Johann,johann ludwig,475,cns,ZensorIn
888,1693,3:000225U,233997,23,028C,Ludwig,Johann,johann ludwig,170,cns,ZensorIn
889,1693,3:000225U,233997,23,028C,Ludwig,Johann,johann ludwig,828,cns,ZensorIn
890,1692,23:744301B,234387,19,028C,Ziegler,Hans Rudolf,hans rudolf ziegler,573,hnr,GefeierteR
891,1692,7:682028D,235138,18,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
892,1692,14:636262W,235653,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
893,1692,12:178736V,236319,19,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
894,1692,1:014495W,236882,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
895,1692,3:006829H,237065,20,028C,Hohenfeld,Johannes,johannes hohenfeld,586,dte,WidmungsempfängerIn
896,1692,23:283694X,237272,19,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
897,1691,39:154793N,240767,20,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
898,1691,39:154793N,240767,20,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
899,1691,3:307900T,240955,20,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
900,1690,23:745919F,241453,19,028C,Müller,Peter,peter müller,850,hnr,GefeierteR
901,1690,23:745914T,241454,19,028C,Müller,Peter,peter müller,850,hnr,GefeierteR
902,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,482,prt,DruckerIn
903,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,243,prt,DruckerIn
904,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,682,prt,DruckerIn
905,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,009,prt,DruckerIn
906,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,424,prt,DruckerIn
907,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,322,prt,DruckerIn
908,1690,31:742975B,241487,22,028C,Georg,Johann,johann georg,507,prt,DruckerIn
909,1690,1:675409E,242357,21,028C,Winckler,Paul,paul winckler,789,dte,WidmungsempfängerIn
910,1690,1:008684G,243363,17,028C,Werder,Paris,paris werder,339,dte,WidmungsempfängerIn
911,1700,1:084912W,244041,18,028C,Wangenheim,Friedrich,friedrich wangenheim,703,dte,WidmungsempfängerIn
912,1690,39:154641K,245728,19,028C,Bodenhausen,Bodo,bodo bodenhausen,152,dte,WidmungsempfängerIn
913,1689,12:131994M,248558,24,028C,BentheimSteinfurt,Wilhelm Heinrich,wilhelm heinrich bentheimsteinfurt,011,dte,WidmungsempfängerIn
914,1689,12:138199M,248921,21,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
915,1689,1:083599A,249262,23,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
916,1689,1:076089B,249484,20,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
917,1688,23:752082Q,250027,22,028C,Koßpoth,Friedrich,friedrich koßpoth,709,dte,WidmungsempfängerIn
918,1688,5120:750994B,250035,23,028C,Hübner,Christian,christian hübner,165,trl,ÜbersetzerIn
919,1688,5120:750994B,250035,23,028C,Hübner,Christian,christian hübner,165,trl,HerausgeberIn
920,1688,5120:750994B,250035,23,028C,Hübner,Christian,christian hübner,165,edt,ÜbersetzerIn
921,1688,5120:750994B,250035,23,028C,Hübner,Christian,christian hübner,165,edt,HerausgeberIn
922,1688,17:747444U,250063,22,028C,Funcke,Christian,christian funcke,873,oth,"Sonstige Person, Familie und Körperschaft"
923,1688,15:742506S,250108,19,028C,Funcke,Christian,christian funcke,873,edt,HerausgeberIn
924,1688,15:742506S,250108,19,028C,Funcke,Christian,christian funcke,873,edt,MitwirkendeR
925,1688,15:742506S,250108,19,028C,Funcke,Christian,christian funcke,873,ctb,HerausgeberIn
926,1688,15:742506S,250108,19,028C,Funcke,Christian,christian funcke,873,ctb,MitwirkendeR
927,1688,15:742483R,250111,20,028C,Funcke,Christian,christian funcke,873,edt,HerausgeberIn
928,1688,15:742483R,250111,20,028C,Funcke,Christian,christian funcke,873,edt,MitwirkendeR
929,1688,15:742483R,250111,20,028C,Funcke,Christian,christian funcke,873,ctb,HerausgeberIn
930,1688,15:742483R,250111,20,028C,Funcke,Christian,christian funcke,873,ctb,MitwirkendeR
931,1688,23:698060Y,250629,20,028C,Wolff,Georg,georg wolff,444,dte,WidmungsempfängerIn
932,1688,3:605074T,252659,23,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
933,1688,3:609514Y,252844,24,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
934,1688,23:240868T,253070,23,028C,Simon,,simon,110,cns,ZensorIn
935,1688,1:075194W,253071,19,028C,Simon,,simon,110,cns,ZensorIn
936,1687,18:753209F,253613,21,028C,Loß,Johann Caspar,johann caspar loß,824,dte,WidmungsempfängerIn
937,1687,18:753209F,253613,22,028C,Heidenreich,David Elias,david elias heidenreich,837,dte,WidmungsempfängerIn
938,1687,5120:752204P,253621,25,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
939,1687,5120:752204P,253621,26,028C,Knesebeck,Thomas,thomas knesebeck,778,dte,WidmungsempfängerIn
940,1687,27:742007X,253714,20,028C,Luetke,Marcus,marcus luetke,411,hnr,GefeierteR
941,1687,27:742005G,253715,20,028C,Luetke,Marcus,marcus luetke,411,hnr,GefeierteR
942,1687,547:631351R,255994,23,028C,Müller,Gottfried,gottfried müller,353,dte,WidmungsempfängerIn
943,1687,23:242986E,256853,22,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
944,1687,3:301471T,257141,20,028C,Winckler,Paul,paul winckler,789,dte,WidmungsempfängerIn
945,1687,3:606383N,257142,19,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
946,1687,3:006999K,257368,19,028C,Wolff,Georg,georg wolff,444,dte,WidmungsempfängerIn
947,1687,3:604289U,257371,18,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
948,1687,3:604289U,257371,18,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
949,1687,39:115511A,257825,22,028C,Paullini,Christian Franz,christian franz paullini,819,dte,WidmungsempfängerIn
950,1685,9:743518T,261539,19,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,hnr,GefeierteR
951,1685,9:743517L,261540,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,hnr,GefeierteR
952,1685,15:736253Z,261633,15,028C,Funcke,Christian,christian funcke,873,dte,WidmungsempfängerIn
953,1685,7:698651G,262073,17,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
954,1685,23:243247C,262977,20,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
955,1685,12:170528H,263507,19,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
956,1685,12:161551A,263570,23,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
957,1685,39:151779G,264086,19,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
958,1685,3:304615H,264160,22,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
959,1685,23:314268V,265048,18,028C,Koßpoth,Friedrich,friedrich koßpoth,709,dte,WidmungsempfängerIn
960,1684,1:753091T,265213,20,028C,Frantzke,Georg,georg frantzke,428,dte,WidmungsempfängerIn
961,1684,17:747723Q,265274,22,028C,WindischGraetz,Gottlieb,gottlieb windischgraetz,669,oth,"Sonstige Person, Familie und Körperschaft"
962,1684,23:744607P,265343,18,028C,LorentzAdlershelm,Christian,christian lorentzadlershelm,840,hnr,GefeierteR
963,1684,23:744606F,265344,18,028C,LorentzAdlershelm,Christian,christian lorentzadlershelm,840,hnr,GefeierteR
964,1684,23:744604R,265345,20,028C,LorentzAdlershelm,Christian,christian lorentzadlershelm,840,hnr,GefeierteR
965,1684,9:739714W,265401,21,028C,Balthasar,Heinrich,heinrich balthasar,185,hnr,GefeierteR
966,1684,3:693951B,266953,23,028C,Adolphus,Johannes,johannes adolphus,719,dte,WidmungsempfängerIn
967,1684,23:258850P,268955,23,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
968,1684,23:258850P,268955,23,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
969,1684,14:024166W,268976,20,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
970,1684,3:004594R,269175,17,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
971,1684,23:277106R,270039,21,028C,Kunowitz,Johann Dietrich,johann dietrich kunowitz,660,dte,WidmungsempfängerIn
972,1683,14:699881S,270706,18,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
973,1683,75:652717T,271285,17,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
974,1683,14:633107B,271491,20,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
975,1683,14:060237L,271956,23,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
976,1683,14:060237L,271956,23,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
977,1683,3:011420Z,272748,18,028C,Aldenburg,Anton,anton aldenburg,653,dte,WidmungsempfängerIn
978,1683,39:149749U,272954,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
979,1683,23:249890R,273032,21,028C,Schweinitz,Georg Hermann,georg hermann schweinitz,313,dte,WidmungsempfängerIn
980,1682,27:753130B,273830,22,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
981,1682,27:753129P,273831,22,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
982,1682,27:753128F,273832,22,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
983,1682,27:753127Y,273833,22,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
984,1682,27:753126R,273834,22,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
985,1682,27:753125H,273835,21,028C,Müller,Peter,peter müller,850,oth,"Sonstige Person, Familie und Körperschaft"
986,1682,28:747105K,273902,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,aut,VerfasserIn
987,1682,56:738304P,274011,20,028C,Stieler,Caspar,caspar stieler,813,dte,WidmungsempfängerIn
988,1682,15:729126G,274112,18,028C,Schweinitz,Georg Hermann,georg hermann schweinitz,313,dte,WidmungsempfängerIn
989,1682,1:681984G,274640,26,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
990,1682,1:665534P,274872,22,028C,Winckler,Paul,paul winckler,789,dte,WidmungsempfängerIn
991,1682,14:060745D,275608,18,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
992,1682,12:120222E,276050,25,028C,Adlershelm,Christian Lorentz,christian lorentz adlershelm,840,dte,WidmungsempfängerIn
993,1682,23:287761C,276359,19,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
994,1682,23:287761C,276359,19,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
995,1682,39:138814K,276492,20,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
996,1681,16:752174D,278398,22,028C,Kunowitz,Johann Dietrich,johann dietrich kunowitz,660,dte,WidmungsempfängerIn
997,1681,23:750414X,278417,19,028C,Dieskau,Hans,hans dieskau,212,hnr,GefeierteR
998,1681,23:750372R,278419,20,028C,Dieskau,Hans,hans dieskau,212,hnr,GefeierteR
999,1681,28:747100W,278455,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,aut,VerfasserIn
1000,1681,56:741635E,278485,20,028C,Wolff,Georg,georg wolff,444,pbl,Verlag
1001,1681,28:729150F,278647,17,028C,Kospoth,Wilhelm,wilhelm kospoth,728,dte,WidmungsempfängerIn
1002,1681,547:697900D,278975,16,028C,Happe,Volkmar,volkmar happe,814,dte,WidmungsempfängerIn
1003,1681,7:694959S,279004,16,028C,Alvensleben,Gebhard,gebhard alvensleben,479,dte,WidmungsempfängerIn
1004,1681,1:679672A,279200,17,028C,Neumark,Georg,georg neumark,605,dte,WidmungsempfängerIn
1005,1681,3:650303A,279559,18,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
1006,1681,3:628809Y,279822,19,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
1007,1681,1:005144R,280203,21,028C,Werthern,Friedrich,friedrich werthern,688,dte,WidmungsempfängerIn
1008,1681,14:073213H,280230,18,028C,Schulenburg,Gustav Adolph,gustav adolph schulenburg,880,dte,WidmungsempfängerIn
1009,1681,14:052279G,280298,18,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
1010,1681,14:052279G,280298,18,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
1011,1681,23:331892V,280945,20,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
1012,1681,23:331892V,280945,20,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
1013,1681,39:155773D,281268,19,028C,Happe,Volkmar,volkmar happe,814,dte,WidmungsempfängerIn
1014,1681,39:154646X,281343,19,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1015,1681,3:302866A,281521,24,028C,Bülow,Julius,julius bülow,163,dte,WidmungsempfängerIn
1016,1681,3:005409U,281565,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
1017,1681,39:124803Z,281699,19,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
1018,1680,23:744699N,282103,18,028C,Wrangel,Carl Gustaf,carl gustaf wrangel,523,hnr,GefeierteR
1019,1680,23:744698E,282104,19,028C,Wrangel,Carl Gustaf,carl gustaf wrangel,523,hnr,GefeierteR
1020,1680,9:743514N,282117,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,hnr,GefeierteR
1021,1680,15:737966W,282211,17,028C,Wilhelm,Christian,christian wilhelm,675,dte,WidmungsempfängerIn
1022,1680,75:703913P,282595,19,028C,Friedrich,Johann,johann friedrich,648,dte,WidmungsempfängerIn
1023,1680,75:703913P,282595,19,028C,Friedrich,Johann,johann friedrich,018,dte,WidmungsempfängerIn
1024,1680,75:703913P,282595,19,028C,Friedrich,Johann,johann friedrich,722,dte,WidmungsempfängerIn
1025,1680,7:683377Z,282872,17,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,dte,WidmungsempfängerIn
1026,1680,1:090176H,284729,18,028C,Hagen,Friedrich Ulrich,friedrich ulrich hagen,757,dte,WidmungsempfängerIn
1027,1680,39:163593A,284771,16,028C,Pflug,Hans Christoph,hans christoph pflug,692,dte,WidmungsempfängerIn
1028,1680,39:163593A,284771,17,028C,Schönberg,Hans Dietrich,hans dietrich schönberg,752,dte,WidmungsempfängerIn
1029,1680,3:303669S,284892,38,028C,Caspar,Johann,johann caspar,878,dte,WidmungsempfängerIn
1030,1680,1:064712D,284916,26,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
1031,1680,39:157398S,285084,19,028C,Dieskau,Karl,karl dieskau,646,dte,WidmungsempfängerIn
1032,1680,39:157398S,285084,21,028C,Dieskau,Karl,karl dieskau,646,dte,WidmungsempfängerIn
1033,1680,39:132081N,285733,18,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
1034,1680,39:108954F,285875,18,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1035,1679,15:752733C,286157,18,028C,PrüschenkLindenhofen,Zacharias,zacharias prüschenklindenhofen,418,hnr,GefeierteR
1036,1679,15:752732V,286158,18,028C,PrüschenkLindenhofen,Zacharias,zacharias prüschenklindenhofen,418,hnr,GefeierteR
1037,1679,17:750274A,286181,23,028C,Wrangel,Carl Gustaf,carl gustaf wrangel,523,oth,"Sonstige Person, Familie und Körperschaft"
1038,1679,17:750274A,286181,29,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,oth,"Sonstige Person, Familie und Körperschaft"
1039,1679,15:747378P,286206,22,028C,Seckendorff,Veit Ludwig,veit ludwig seckendorff,615,dte,WidmungsempfängerIn
1040,1679,7:673385N,287069,19,028C,Müller,Peter,peter müller,850,dte,WidmungsempfängerIn
1041,1679,547:660187A,287221,22,028C,Winckler,Paul,paul winckler,789,dte,WidmungsempfängerIn
1042,1679,1:659827L,287226,19,028C,Jena,Friedrich,friedrich jena,801,dte,WidmungsempfängerIn
1043,1679,547:652909N,287317,17,028C,Alvensleben,Gebhard,gebhard alvensleben,479,dte,WidmungsempfängerIn
1044,1699,12:148255P,287795,26,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1045,1699,23:331227E,288152,24,028C,Schweinitz,Georg Hermann,georg hermann schweinitz,313,dte,WidmungsempfängerIn
1046,1679,1:066270K,288717,19,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1047,1679,1:002964K,288950,19,028C,Freystein,Adam Samuel,adam samuel freystein,809,dte,WidmungsempfängerIn
1048,1679,12:167966T,289191,24,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1049,1679,14:050808C,289433,17,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
1050,1679,14:050808C,289433,17,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
1051,1679,3:316979F,289438,18,028C,Schulenburg,Gustav Adolph,gustav adolph schulenburg,880,dte,WidmungsempfängerIn
1052,1679,12:134228W,289654,21,028C,Gersdorff,Nicolaus,nicolaus gersdorff,662,dte,WidmungsempfängerIn
1053,1679,1:007960A,289729,19,028C,Frantzke,Georg,georg frantzke,428,dte,WidmungsempfängerIn
1054,1679,3:304331Z,289815,18,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1055,1679,12:200232G,289843,20,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1056,1679,12:154844T,290009,23,028C,Aldenburg,Anton,anton aldenburg,653,dte,WidmungsempfängerIn
1057,1678,15:747877H,290952,23,028C,Freystein,Adam Samuel,adam samuel freystein,809,dte,WidmungsempfängerIn
1058,1678,9:743513E,290988,20,028C,Königsmarck,Otto Wilhelm,otto wilhelm königsmarck,633,hnr,GefeierteR
1059,1678,29:736439T,291075,25,028C,Ernst,Georg,georg ernst,807,dte,WidmungsempfängerIn
1060,1678,7:699945B,291636,17,028C,Grote,Otto,otto grote,503,dte,WidmungsempfängerIn
1061,1678,7:691345K,291744,21,028C,Adlershelm,Christian Lorentz,christian lorentz adlershelm,840,dte,WidmungsempfängerIn
1062,1678,23:686044D,291802,19,028C,Adlershelm,Christian Lorentz,christian lorentz adlershelm,840,dte,WidmungsempfängerIn
1063,1678,23:666873C,292056,15,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1064,1678,23:649287P,292269,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1065,1678,1:002840L,292866,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1066,1678,12:141913E,293220,21,028C,Friesen,Carl,carl friesen,597,dte,WidmungsempfängerIn
1067,1678,12:141913E,293220,21,028C,Friesen,Carl,carl friesen,538,dte,WidmungsempfängerIn
1068,1678,1:007023Y,293862,22,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1069,1678,1:075280Q,294258,19,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1070,1677,12:752627W,294883,20,028C,Schwan,Michael Albert Franz,michael albert franz schwan,676,hnr,GefeierteR
1071,1677,12:751286B,294899,22,028C,Schwerin,Otto,otto schwerin,493,dte,WidmungsempfängerIn
1072,1677,15:747170S,294954,20,028C,Ernst,Johann,johann ernst,003,prt,DruckerIn
1073,1677,15:747170S,294954,20,028C,Ernst,Johann,johann ernst,342,prt,DruckerIn
1074,1677,15:747170S,294954,20,028C,Ernst,Johann,johann ernst,702,prt,DruckerIn
1075,1677,23:744317D,294977,19,028C,Stieler,Kaspar,kaspar stieler,813,hnr,GefeierteR
1076,1677,23:744317D,294977,19,028C,Stieler,Kaspar,kaspar stieler,813,hnr,AdressatIn
