normalized_year,genre,n,phase
1680,Frauenliteratur,4,phase 3
1681,Briefsteller,4,phase 3
1681,Festbeschreibung,4,phase 3
1681,Geldwesen,4,phase 3
1681,Genealogie,4,phase 3
1681,Gesangbuch,4,phase 3
1617,Alchemie,3,phase 1
1617,Gesellschaftsschrift,3,phase 1
1617,Lyrik,3,phase 1
1618,Alchemie,3,phase 1
1619,Hochschulschrift,3,phase 1
1620,Hochschulschrift,3,phase 1
1620,Rede,3,phase 1
1620,Schulbuch,3,phase 1
1621,Dissertation,3,phase 1
1621,Ordensliteratur,3,phase 1
1621,Rede,3,phase 1
1622,Leichenpredigt,3,phase 1
1622,Predigtsammlung,3,phase 1
1622,Rede,3,phase 1
1622,Vertrag,3,phase 1
1623,Leichenpredigt,3,phase 1
1626,Amtsdruckschrift,3,phase 1
1626,Brief,3,phase 1
1627,Flugschrift,3,phase 1
1627,Hochschulschrift,3,phase 1
1628,Predigtsammlung,3,phase 1
1630,Brief,3,phase 1
1630,Regesten,3,phase 1
1631,Dissertation,3,phase 1
1631,Verserzählung,3,phase 1
1632,Hochschulschrift,3,phase 1
1633,Hochschulschrift,3,phase 1
1634,Rede,3,phase 1
1635,Kommentar,3,phase 1
1635,Rede,3,phase 1
1636,Predigt,3,phase 1
1636,Rede,3,phase 1
1636,Streitschrift,3,phase 1
1637,Briefsammlung,3,phase 1
1637,Hochschulschrift,3,phase 1
1637,Predigt,3,phase 1
1638,Alchemie,3,phase 1
1638,Geldwesen,3,phase 1
1638,Gesangbuch,3,phase 1
1639,Amtsdruckschrift,3,phase 1
1639,Lied,3,phase 1
1639,Rede,3,phase 1
1640,Altertumskunde,3,phase 1
1640,Amtsdruckschrift,3,phase 1
1640,Briefsammlung,3,phase 1
1640,Flugschrift,3,phase 1
1640,Predigt,3,phase 1
1640,Satire,3,phase 1
1640,Schulprogramm,3,phase 1
1641,Festbeschreibung,3,phase 1
1641,Liedersammlung,3,phase 1
1641,Poetik,3,phase 1
1641,Rede,3,phase 1
1642,Kochbuch,3,phase 1
1642,Predigt,3,phase 1
1644,Drama,3,phase 1
1644,Gesellschaftsschrift,3,phase 1
1644,Schulprogramm,3,phase 1
1644,Vertrag,3,phase 1
1646,Lied,3,phase 1
1646,Liedersammlung,3,phase 1
1646,Vertrag,3,phase 1
1647,Drama,3,phase 1
1647,Regesten,3,phase 1
1648,Amtsdruckschrift,3,phase 1
1648,Chronik,3,phase 1
1648,Gesellschaftsschrift,3,phase 1
1648,Regesten,3,phase 1
1649,Dissertationensammlung,3,phase 1
1649,Figurengedicht,3,phase 1
1649,Predigt,3,phase 1
1649,Vertrag,3,phase 1
1650,Figurengedicht,3,phase 1
1650,Gesellschaftsschrift,3,phase 1
1651,Anthologie,3,phase 2
1651,Roman,3,phase 2
1652,Gebetbuch,3,phase 2
1653,Drama,3,phase 2
1653,Gesangbuch,3,phase 2
1653,Kommentar,3,phase 2
1654,Flugschrift,3,phase 2
1654,Libretto,3,phase 2
1654,Lied,3,phase 2
1655,Briefsammlung,3,phase 2
1655,Gesangbuch,3,phase 2
1655,Gesellschaftsschrift,3,phase 2
1655,Libretto,3,phase 2
1655,Zitatensammlung,3,phase 2
1656,Gesellschaftsschrift,3,phase 2
1656,Kommentar,3,phase 2
1656,Leichenpredigtsammlung,3,phase 2
1656,Rede,3,phase 2
1657,Gesellschaftsschrift,3,phase 2
1658,Drama,3,phase 2
1658,Kommentar,3,phase 2
1659,Drama,3,phase 2
1659,Hochschulschrift,3,phase 2
1659,Roman,3,phase 2
1660,Astronomie,3,phase 2
1660,Leichenpredigtsammlung,3,phase 2
1660,Schulprogramm,3,phase 2
1660,Streitschrift,3,phase 2
1661,Anthologie,3,phase 2
1661,Biographie,3,phase 2
1661,Gebetbuch,3,phase 2
1661,Rede,3,phase 2
1662,Dissertation,3,phase 2
1662,Streitschrift,3,phase 2
1663,Brief,3,phase 2
1663,Chronik,3,phase 2
1663,Figurengedicht,3,phase 2
1663,Flugschrift,3,phase 2
1663,Kommentar,3,phase 2
1663,Predigt,3,phase 2
1663,Rede,3,phase 2
1663,Schäferdichtung,3,phase 2
1663,Vertrag,3,phase 2
1664,Anthologie,3,phase 2
1664,Brief,3,phase 2
1664,Topographie,3,phase 2
1665,Anstandsliteratur,3,phase 2
1665,Astronomie,3,phase 2
1665,Brief,3,phase 2
1665,Kochbuch,3,phase 2
1665,Poetik,3,phase 2
1666,Altertumskunde,3,phase 2
1666,Anthologie,3,phase 2
1666,Geldwesen,3,phase 2
1666,Gesellschaftsschrift,3,phase 2
1666,Hochschulschrift,3,phase 2
1666,Predigt,3,phase 2
1666,Rede,3,phase 2
1666,Schulbuch,3,phase 2
1666,Streitschrift,3,phase 2
1667,Dissertation,3,phase 2
1667,Geldwesen,3,phase 2
1667,Gesetzessammlung,3,phase 2
1668,Predigt,3,phase 3
1669,Geldwesen,3,phase 3
1669,Lied,3,phase 3
1669,Reisebericht,3,phase 3
1670,Anthologie,3,phase 3
1670,Astronomie,3,phase 3
1670,Hochschulschrift,3,phase 3
1670,Rede,3,phase 3
1671,Biographie,3,phase 3
1671,Chronik,3,phase 3
1671,Geographie,3,phase 3
1671,Gesellschaftsschrift,3,phase 3
1671,Rede,3,phase 3
1672,Gebet,3,phase 3
1672,Gesetzessammlung,3,phase 3
1672,Predigt,3,phase 3
1672,Schulprogramm,3,phase 3
1673,Brief,3,phase 3
1673,Dissertation,3,phase 3
1673,Libretto,3,phase 3
1673,Rede,3,phase 3
1673,Schulprogramm,3,phase 3
1674,Flugschrift,3,phase 3
1675,Altertumskunde,3,phase 3
1675,Biographie,3,phase 3
1675,Gesellschaftsschrift,3,phase 3
1675,Medizin,3,phase 3
1675,Poetik,3,phase 3
1675,Schulprogramm,3,phase 3
1676,Chronik,3,phase 3
1676,Dissertation,3,phase 3
1676,Drama,3,phase 3
1676,Gebetbuch,3,phase 3
1676,Leichenpredigt,3,phase 3
1676,Lied,3,phase 3
1676,Topographie,3,phase 3
1677,Chronik,3,phase 3
1677,Liedersammlung,3,phase 3
1677,Rede,3,phase 3
1678,Briefsammlung,3,phase 3
1678,Chronik,3,phase 3
1678,Lied,3,phase 3
1678,Roman,3,phase 3
1678,Schulprogramm,3,phase 3
1679,Brief,3,phase 3
1679,Gebetbuch,3,phase 3
1679,Gesangbuch,3,phase 3
1679,Hochschulschrift,3,phase 3
1679,Ordensliteratur,3,phase 3
1679,Streitschrift,3,phase 3
1679,Vertrag,3,phase 3
1680,Gesangbuch,3,phase 3
1680,Gesellschaftsschrift,3,phase 3
1680,Lied,3,phase 3
1680,Predigt,3,phase 3
1680,Rhetorik,3,phase 3
1681,Gebetbuch,3,phase 3
1681,Rede,3,phase 3
1681,Schulprogramm,3,phase 3
1682,Brief,3,phase 3
1682,Gebetbuch,3,phase 3
1682,Gesellschaftsschrift,3,phase 3
1682,Lied,3,phase 3
1617,Predigt,2,phase 1
1617,Rede,2,phase 1
1618,Gesellschaftsschrift,2,phase 1
1618,Leichenpredigt,2,phase 1
1618,Streitschrift,2,phase 1
1619,Regesten,2,phase 1
1620,Brief,2,phase 1
1620,Gebet,2,phase 1
1620,Satire,2,phase 1
1621,Drama,2,phase 1
1621,Porträtwerk,2,phase 1
1621,Predigt,2,phase 1
1621,Wappenbuch,2,phase 1
1622,Alchemie,2,phase 1
1622,Brief,2,phase 1
1622,Chirurgie,2,phase 1
1622,Regesten,2,phase 1
1622,Verserzählung,2,phase 1
1623,Brief,2,phase 1
1624,Arzneibuch,2,phase 1
1624,Biographie,2,phase 1
1624,Leichenpredigt,2,phase 1
1625,Flugschrift,2,phase 1
1625,Leichenpredigt,2,phase 1
1625,Predigt,2,phase 1
1626,Flugschrift,2,phase 1
1627,Brief,2,phase 1
1628,Dissertation,2,phase 1
1628,Gebetbuch,2,phase 1
1628,Geldwesen,2,phase 1
1629,Verserzählung,2,phase 1
1630,Alchemie,2,phase 1
1630,Arzneibuch,2,phase 1
1630,Drama,2,phase 1
1630,Hochschulschrift,2,phase 1
1630,Kommentar,2,phase 1
1630,Rede,2,phase 1
1630,Schäferdichtung,2,phase 1
1631,Brief,2,phase 1
1631,Vertrag,2,phase 1
1631,Wörterbuch,2,phase 1
1632,Briefsammlung,2,phase 1
1632,Chemie,2,phase 1
1633,Predigt,2,phase 1
1634,Amtsdruckschrift,2,phase 1
1634,Dissertation,2,phase 1
1634,Hochschulschrift,2,phase 1
1634,Poetik,2,phase 1
1634,Verserzählung,2,phase 1
1635,Altertumskunde,2,phase 1
1635,Genealogie,2,phase 1
1636,Drama,2,phase 1
1636,Verserzählung,2,phase 1
1637,Altertumskunde,2,phase 1
1637,Epik,2,phase 1
1637,Gesangbuch,2,phase 1
1637,Leichenpredigt,2,phase 1
1637,Rede,2,phase 1
1638,Dissertationensammlung,2,phase 1
1638,Predigt,2,phase 1
1638,Roman,2,phase 1
1638,Streitschrift,2,phase 1
1638,Verserzählung,2,phase 1
1639,Biographie,2,phase 1
1639,Streitschrift,2,phase 1
1640,Anthologie,2,phase 1
1640,Chronik,2,phase 1
1640,Epik,2,phase 1
1640,Poetik,2,phase 1
1640,Predigtsammlung,2,phase 1
1640,Regesten,2,phase 1
1640,Streitschrift,2,phase 1
1641,Bibel,2,phase 1
1641,Flugschrift,2,phase 1
1641,Grammatik,2,phase 1
1641,Medizin,2,phase 1
1641,Predigtsammlung,2,phase 1
1642,Anstandsliteratur,2,phase 1
1642,Briefsammlung,2,phase 1
1642,Drama,2,phase 1
1642,Geldwesen,2,phase 1
1642,Gesangbuch,2,phase 1
1642,Gesellschaftsschrift,2,phase 1
1642,Lied,2,phase 1
1642,Roman,2,phase 1
1643,Drama,2,phase 1
1643,Gesellschaftsschrift,2,phase 1
1643,Leichenpredigtsammlung,2,phase 1
1643,Roman,2,phase 1
1643,Schäferdichtung,2,phase 1
1643,Schulprogramm,2,phase 1
1644,Brief,2,phase 1
1645,Geldwesen,2,phase 1
1645,Kriegskunde,2,phase 1
1645,Poetik,2,phase 1
1645,Roman,2,phase 1
1645,Schäferdichtung,2,phase 1
1645,Sprachführer,2,phase 1
1645,Wörterbuch,2,phase 1
1646,Figurengedicht,2,phase 1
1646,Jagdliteratur,2,phase 1
1647,Emblembuch,2,phase 1
1647,Geldwesen,2,phase 1
1647,Predigt,2,phase 1
1647,Rede,2,phase 1
1647,Reisebericht,2,phase 1
1648,Brief,2,phase 1
1648,Flugschrift,2,phase 1
1648,Genealogie,2,phase 1
1648,Geographie,2,phase 1
1648,Gesangbuch,2,phase 1
1648,Kriegskunde,2,phase 1
1648,Libretto,2,phase 1
1648,Satire,2,phase 1
1648,Streitschrift,2,phase 1
1648,Vertrag,2,phase 1
1649,Biographie,2,phase 1
1649,Gebetbuch,2,phase 1
1649,Kommentar,2,phase 1
1649,Leichenpredigt,2,phase 1
1649,Lied,2,phase 1
1650,Brief,2,phase 1
1650,Geldwesen,2,phase 1
1650,Spiel,2,phase 1
1650,Streitschrift,2,phase 1
1651,Predigt,2,phase 2
1652,Lied,2,phase 2
1652,Medizin,2,phase 2
1652,Predigtsammlung,2,phase 2
1652,Rede,2,phase 2
1653,Figurengedicht,2,phase 2
1653,Frauenliteratur,2,phase 2
1653,Libretto,2,phase 2
1653,Schulprogramm,2,phase 2
1653,Streitschrift,2,phase 2
1654,Brief,2,phase 2
1654,Briefsammlung,2,phase 2
1654,Emblembuch,2,phase 2
1654,Geldwesen,2,phase 2
1654,Gesangbuch,2,phase 2
1654,Predigt,2,phase 2
1654,Predigtsammlung,2,phase 2
1654,Schulprogramm,2,phase 2
1655,Altertumskunde,2,phase 2
1655,Biographie,2,phase 2
1655,Briefsteller,2,phase 2
1655,Figurengedicht,2,phase 2
1655,Gebet,2,phase 2
1655,Kommentar,2,phase 2
1655,Lied,2,phase 2
1655,Predigt,2,phase 2
1655,Regesten,2,phase 2
1655,Schäferdichtung,2,phase 2
1655,Wörterbuch,2,phase 2
1656,Biographie,2,phase 2
1656,Drama,2,phase 2
1656,Libretto,2,phase 2
1656,Liedersammlung,2,phase 2
1656,Ordensliteratur,2,phase 2
1656,Reisebericht,2,phase 2
1656,Schulprogramm,2,phase 2
1656,Topographie,2,phase 2
1656,Zitatensammlung,2,phase 2
1657,Anstandsliteratur,2,phase 2
1657,Figurengedicht,2,phase 2
1657,Kochbuch,2,phase 2
1657,Libretto,2,phase 2
1657,Lied,2,phase 2
1658,Anthologie,2,phase 2
1658,Biographie,2,phase 2
1658,Satire,2,phase 2
1658,Streitschrift,2,phase 2
1659,Altertumskunde,2,phase 2
1659,Figurengedicht,2,phase 2
1659,Gesellschaftsschrift,2,phase 2
1660,Anstandsliteratur,2,phase 2
1660,Brief,2,phase 2
1660,Dissertationensammlung,2,phase 2
1660,Drama,2,phase 2
1660,Gebetbuch,2,phase 2
1660,Geldwesen,2,phase 2
1660,Kochbuch,2,phase 2
1660,Lexikon,2,phase 2
1660,Liedersammlung,2,phase 2
1660,Poetik,2,phase 2
1660,Schulbuch,2,phase 2
1661,Brief,2,phase 2
1661,Geldwesen,2,phase 2
1661,Gesangbuch,2,phase 2
1661,Predigt,2,phase 2
1661,Streitschrift,2,phase 2
1661,Verserzählung,2,phase 2
1662,Anthologie,2,phase 2
1662,Geldwesen,2,phase 2
1662,Jagdliteratur,2,phase 2
1662,Satire,2,phase 2
1663,Dissertationensammlung,2,phase 2
1663,Lied,2,phase 2
1663,Predigtsammlung,2,phase 2
1663,Reisebericht,2,phase 2
1663,Roman,2,phase 2
1663,Topographie,2,phase 2
1663,Wörterbuch,2,phase 2
1664,Gebet,2,phase 2
1664,Gesangbuch,2,phase 2
1664,Lied,2,phase 2
1665,Festbeschreibung,2,phase 2
1665,Genealogie,2,phase 2
1665,Geographie,2,phase 2
1665,Gesellschaftsschrift,2,phase 2
1665,Liedersammlung,2,phase 2
1665,Roman,2,phase 2
1665,Schäferdichtung,2,phase 2
1666,Drama,2,phase 2
1666,Figurengedicht,2,phase 2
1666,Satire,2,phase 2
1667,Bücheranzeige,2,phase 2
1667,Drama,2,phase 2
1667,Gesangbuch,2,phase 2
1667,Leichenpredigtsammlung,2,phase 2
1667,Streitschrift,2,phase 2
1667,Vertrag,2,phase 2
1668,Brief,2,phase 3
1668,Flugschrift,2,phase 3
1668,Geldwesen,2,phase 3
1668,Libretto,2,phase 3
1668,Liedersammlung,2,phase 3
1668,Reisebericht,2,phase 3
1669,Hochschulschrift,2,phase 3
1670,Ars moriendi,2,phase 3
1670,Flugschrift,2,phase 3
1670,Gebetbuch,2,phase 3
1670,Kriegskunde,2,phase 3
1670,Roman,2,phase 3
1670,Schulbuch,2,phase 3
1671,Anstandsliteratur,2,phase 3
1671,Arzneibuch,2,phase 3
1671,Kochbuch,2,phase 3
1671,Medizin,2,phase 3
1672,Dissertation,2,phase 3
1672,Drama,2,phase 3
1673,Genealogie,2,phase 3
1673,Lied,2,phase 3
1673,Satire,2,phase 3
1674,Arzneibuch,2,phase 3
1674,Bergbau,2,phase 3
1674,Brief,2,phase 3
1674,Briefsteller,2,phase 3
1674,Drama,2,phase 3
1674,Gesellschaftsschrift,2,phase 3
1674,Lied,2,phase 3
1674,Medizin,2,phase 3
1674,Predigt,2,phase 3
1674,Vertrag,2,phase 3
1675,Anthologie,2,phase 3
1675,Astronomie,2,phase 3
1675,Botanik,2,phase 3
1675,Dissertation,2,phase 3
1675,Frauenliteratur,2,phase 3
1675,Geologie,2,phase 3
1675,Gesangbuch,2,phase 3
1675,Lexikon,2,phase 3
1675,Physik,2,phase 3
1675,Schulbuch,2,phase 3
1675,Zoologie,2,phase 3
1676,Theaterzettel,2,phase 3
1677,Anthologie,2,phase 3
1677,Bibliographie,2,phase 3
1677,Flugschrift,2,phase 3
1677,Kriegskunde,2,phase 3
1677,Mathematik,2,phase 3
1677,Medizin,2,phase 3
1677,Physik,2,phase 3
1677,Spiel,2,phase 3
1678,Dissertationensammlung,2,phase 3
1678,Gebet,2,phase 3
1678,Gesetzessammlung,2,phase 3
1678,Kommentar,2,phase 3
1678,Streitschrift,2,phase 3
1679,Briefsammlung,2,phase 3
1679,Dissertationensammlung,2,phase 3
1679,Kriegskunde,2,phase 3
1680,Dissertationensammlung,2,phase 3
1680,Rede,2,phase 3
1680,Regesten,2,phase 3
1680,Schulbuch,2,phase 3
1680,Schulprogramm,2,phase 3
1681,Biographie,2,phase 3
1681,Brief,2,phase 3
1681,Drama,2,phase 3
1681,Gesellschaftsschrift,2,phase 3
1681,Libretto,2,phase 3
1681,Lied,2,phase 3
1682,Alchemie,2,phase 3
1682,Arzneibuch,2,phase 3
1682,Flugschrift,2,phase 3
1682,Gesangbuch,2,phase 3
1682,Kriegskunde,2,phase 3
1682,Medizin,2,phase 3
1682,Schulprogramm,2,phase 3
1617,Kommentar,1,phase 1
1617,Medizin,1,phase 1
1617,Reisebericht,1,phase 1
1617,Satire,1,phase 1
1617,Spiel,1,phase 1
1618,Arzneibuch,1,phase 1
1618,Biographie,1,phase 1
1618,Flugschrift,1,phase 1
1618,Kommentar,1,phase 1
1618,Medizin,1,phase 1
1618,Pädagogik,1,phase 1
1618,Regesten,1,phase 1
1618,Satire,1,phase 1
1619,Bergbau,1,phase 1
1619,Flugschrift,1,phase 1
1619,Geldwesen,1,phase 1
1619,Leichenpredigt,1,phase 1
1619,Porträtwerk,1,phase 1
1619,Predigt,1,phase 1
1619,Roman,1,phase 1
1619,Satire,1,phase 1
1620,Alchemie,1,phase 1
1620,Arzneibuch,1,phase 1
1620,Astrologie,1,phase 1
1620,Chemie,1,phase 1
1620,Dissertationensammlung,1,phase 1
1620,Drama,1,phase 1
1620,Genealogie,1,phase 1
1620,Grammatik,1,phase 1
1620,Kalender,1,phase 1
1620,Kommentar,1,phase 1
1620,Reisebericht,1,phase 1
1621,Alchemie,1,phase 1
1621,Altertumskunde,1,phase 1
1621,Chronik,1,phase 1
1621,Figurengedicht,1,phase 1
1621,Judaicum,1,phase 1
1621,Satire,1,phase 1
1621,Schulprogramm,1,phase 1
1621,Wörterbuch,1,phase 1
1622,Emblembuch,1,phase 1
1622,Kommentar,1,phase 1
1622,Predigt,1,phase 1
1623,Anthologie,1,phase 1
1623,Bergbau,1,phase 1
1623,Briefsammlung,1,phase 1
1623,Gebet,1,phase 1
1623,Gesellschaftsschrift,1,phase 1
1623,Kommentar,1,phase 1
1623,Ordensliteratur,1,phase 1
1623,Porträtwerk,1,phase 1
1623,Rede,1,phase 1
1623,Verserzählung,1,phase 1
1623,Wappenbuch,1,phase 1
1624,Chemie,1,phase 1
1624,Dissertation,1,phase 1
1624,Dissertationensammlung,1,phase 1
1624,Figurengedicht,1,phase 1
1624,Kommentar,1,phase 1
1624,Leichenpredigtsammlung,1,phase 1
1624,Poetik,1,phase 1
1624,Predigt,1,phase 1
1624,Schulprogramm,1,phase 1
1624,Vertrag,1,phase 1
1625,Alchemie,1,phase 1
1625,Biographie,1,phase 1
1625,Chronik,1,phase 1
1625,Drama,1,phase 1
1625,Emblembuch,1,phase 1
1625,Geldwesen,1,phase 1
1625,Hochschulschrift,1,phase 1
1625,Kriegskunde,1,phase 1
1625,Medizin,1,phase 1
1625,Porträtwerk,1,phase 1
1625,Rede,1,phase 1
1625,Satire,1,phase 1
1625,Wappenbuch,1,phase 1
1626,Geldwesen,1,phase 1
1626,Grammatik,1,phase 1
1626,Hochschulschrift,1,phase 1
1626,Leichenpredigt,1,phase 1
1626,Regesten,1,phase 1
1626,Roman,1,phase 1
1626,Streitschrift,1,phase 1
1626,Verserzählung,1,phase 1
1627,Geldwesen,1,phase 1
1627,Kommentar,1,phase 1
1627,Libretto,1,phase 1
1628,Altertumskunde,1,phase 1
1628,Amtsdruckschrift,1,phase 1
1628,Gesellschaftsschrift,1,phase 1
1628,Grammatik,1,phase 1
1628,Kriegskunde,1,phase 1
1628,Leichenpredigtsammlung,1,phase 1
1628,Schulprogramm,1,phase 1
1629,Briefsammlung,1,phase 1
1629,Chronik,1,phase 1
1629,Flugschrift,1,phase 1
1629,Geometrie,1,phase 1
1629,Hochschulschrift,1,phase 1
1629,Kriegskunde,1,phase 1
1629,Leichenpredigt,1,phase 1
1629,Lied,1,phase 1
1629,Pädagogik,1,phase 1
1630,Biographie,1,phase 1
1630,Briefsammlung,1,phase 1
1630,Chemie,1,phase 1
1630,Chirurgie,1,phase 1
1630,Chronik,1,phase 1
1630,Figurengedicht,1,phase 1
1630,Gesellschaftsschrift,1,phase 1
1630,Gesetzessammlung,1,phase 1
1630,Kriegskunde,1,phase 1
1630,Medizin,1,phase 1
1630,Predigt,1,phase 1
1630,Vertrag,1,phase 1
1631,Briefsammlung,1,phase 1
1631,Gebet,1,phase 1
1631,Geldwesen,1,phase 1
1631,Hochschulschrift,1,phase 1
1631,Judaicum,1,phase 1
1631,Lexikon,1,phase 1
1631,Lied,1,phase 1
1631,Poetik,1,phase 1
1631,Predigt,1,phase 1
1631,Roman,1,phase 1
1631,Streitschrift,1,phase 1
1632,Alchemie,1,phase 1
1632,Biographie,1,phase 1
1632,Gebet,1,phase 1
1632,Hausväterliteratur,1,phase 1
1632,Predigt,1,phase 1
1632,Predigtsammlung,1,phase 1
1632,Rede,1,phase 1
1632,Streitschrift,1,phase 1
1632,Verserzählung,1,phase 1
1633,Briefsammlung,1,phase 1
1633,Dissertation,1,phase 1
1633,Figurengedicht,1,phase 1
1633,Genealogie,1,phase 1
1633,Leichenpredigtsammlung,1,phase 1
1633,Lied,1,phase 1
1633,Rede,1,phase 1
1633,Topographie,1,phase 1
1633,Urkundenbuch,1,phase 1
1633,Verserzählung,1,phase 1
1634,Alchemie,1,phase 1
1634,Arzneibuch,1,phase 1
1634,Brief,1,phase 1
1634,Briefsammlung,1,phase 1
1634,Drama,1,phase 1
1634,Landwirtschaft,1,phase 1
1634,Medizin,1,phase 1
1634,Vertrag,1,phase 1
1635,Anstandsliteratur,1,phase 1
1635,Arzneibuch,1,phase 1
1635,Drama,1,phase 1
1635,Kochbuch,1,phase 1
1635,Kriegskunde,1,phase 1
1635,Libretto,1,phase 1
1635,Liedersammlung,1,phase 1
1635,Musikbuch,1,phase 1
1635,Poetik,1,phase 1
1635,Predigt,1,phase 1
1636,Alchemie,1,phase 1
1636,Geldwesen,1,phase 1
1636,Vertrag,1,phase 1
1637,Alchemie,1,phase 1
1637,Arzneibuch,1,phase 1
1637,Astrologie,1,phase 1
1637,Dissertationensammlung,1,phase 1
1637,Gebetbuch,1,phase 1
1637,Kommentar,1,phase 1
1637,Liedersammlung,1,phase 1
1637,Medizin,1,phase 1
1637,Schulbuch,1,phase 1
1638,Bibel,1,phase 1
1638,Biographie,1,phase 1
1638,Brief,1,phase 1
1638,Briefsammlung,1,phase 1
1638,Epik,1,phase 1
1638,Gebet,1,phase 1
1638,Kommentar,1,phase 1
1638,Poetik,1,phase 1
1638,Rede,1,phase 1
1638,Satire,1,phase 1
1638,Schulprogramm,1,phase 1
1638,Theaterzettel,1,phase 1
1639,Brief,1,phase 1
1639,Fürstenspiegel,1,phase 1
1639,Geldwesen,1,phase 1
1639,Gesangbuch,1,phase 1
1639,Kochbuch,1,phase 1
1639,Kommentar,1,phase 1
1639,Ordensliteratur,1,phase 1
1639,Predigtsammlung,1,phase 1
1639,Regesten,1,phase 1
1639,Vertrag,1,phase 1
1640,Anstandsliteratur,1,phase 1
1640,Festbeschreibung,1,phase 1
1640,Gebet,1,phase 1
1640,Gesangbuch,1,phase 1
1640,Gesellschaftsschrift,1,phase 1
1640,Kochbuch,1,phase 1
1640,Legende,1,phase 1
1640,Leichenpredigtsammlung,1,phase 1
1640,Lied,1,phase 1
1641,Anthologie,1,phase 1
1641,Bibliographie,1,phase 1
1641,Biographie,1,phase 1
1641,Brief,1,phase 1
1641,Drama,1,phase 1
1641,Emblembuch,1,phase 1
1641,Legende,1,phase 1
1641,Lied,1,phase 1
1641,Predigt,1,phase 1
1641,Satire,1,phase 1
1641,Schäferdichtung,1,phase 1
1641,Verserzählung,1,phase 1
1641,Wörterbuch,1,phase 1
1642,Emblembuch,1,phase 1
1642,Flugschrift,1,phase 1
1642,Jagdliteratur,1,phase 1
1642,Mathematik,1,phase 1
1642,Satire,1,phase 1
1642,Schulbuch,1,phase 1
1642,Schulprogramm,1,phase 1
1643,Anthologie,1,phase 1
1643,Brief,1,phase 1
1643,Briefsammlung,1,phase 1
1643,Chronik,1,phase 1
1643,Dissertationensammlung,1,phase 1
1643,Emblembuch,1,phase 1
1643,Geographie,1,phase 1
1643,Grammatik,1,phase 1
1643,Lied,1,phase 1
1643,Poetik,1,phase 1
1643,Predigt,1,phase 1
1643,Rhetorik,1,phase 1
1643,Satire,1,phase 1
1643,Schulbuch,1,phase 1
1643,Schwank,1,phase 1
1644,Anthologie,1,phase 1
1644,Briefsammlung,1,phase 1
1644,Dissertationensammlung,1,phase 1
1644,Geldwesen,1,phase 1
1644,Genealogie,1,phase 1
1644,Jagdliteratur,1,phase 1
1644,Kommentar,1,phase 1
1644,Leichenpredigt,1,phase 1
1644,Liedersammlung,1,phase 1
1644,Predigt,1,phase 1
1644,Predigtsammlung,1,phase 1
1644,Rede,1,phase 1
1644,Rhetorik,1,phase 1
1644,Satire,1,phase 1
1644,Schäferdichtung,1,phase 1
1644,Schulbuch,1,phase 1
1645,Brief,1,phase 1
1645,Dissertationensammlung,1,phase 1
1645,Drama,1,phase 1
1645,Emblembuch,1,phase 1
1645,Figurengedicht,1,phase 1
1645,Gebet,1,phase 1
1645,Gebetbuch,1,phase 1
1645,Judaicum,1,phase 1
1645,Jugendbuch,1,phase 1
1645,Musterbuch,1,phase 1
1645,Rede,1,phase 1
1645,Satire,1,phase 1
1645,Schulbuch,1,phase 1
1645,Vertrag,1,phase 1
1646,Bibel,1,phase 1
1646,Emblembuch,1,phase 1
1646,Flugschrift,1,phase 1
1646,Geldwesen,1,phase 1
1646,Genealogie,1,phase 1
1646,Grammatik,1,phase 1
1646,Katechismus,1,phase 1
1646,Legende,1,phase 1
1646,Leichenpredigt,1,phase 1
1646,Libretto,1,phase 1
1646,Ordensliteratur,1,phase 1
1646,Poetik,1,phase 1
1646,Predigt,1,phase 1
1646,Schulbuch,1,phase 1
1646,Schulprogramm,1,phase 1
1646,Verserzählung,1,phase 1
1647,Alchemie,1,phase 1
1647,Biographie,1,phase 1
1647,Briefsammlung,1,phase 1
1647,Chemie,1,phase 1
1647,Enzyklopädie,1,phase 1
1647,Kommentar,1,phase 1
1647,Lied,1,phase 1
1647,Liedersammlung,1,phase 1
1647,Medizin,1,phase 1
1647,Poetik,1,phase 1
1647,Roman,1,phase 1
1647,Schulprogramm,1,phase 1
1647,Spiel,1,phase 1
1647,Verserzählung,1,phase 1
1647,Vertrag,1,phase 1
1648,Altertumskunde,1,phase 1
1648,Anstandsliteratur,1,phase 1
1648,Anthologie,1,phase 1
1648,Ars moriendi,1,phase 1
1648,Bibel,1,phase 1
1648,Biographie,1,phase 1
1648,Drama,1,phase 1
1648,Festungsbau,1,phase 1
1648,Judaicum,1,phase 1
1648,Kochbuch,1,phase 1
1648,Legende,1,phase 1
1648,Liedersammlung,1,phase 1
1648,Ordensliteratur,1,phase 1
1648,Poetik,1,phase 1
1648,Porträtwerk,1,phase 1
1648,Predigt,1,phase 1
1648,Rede,1,phase 1
1648,Totentanz,1,phase 1
1648,Verserzählung,1,phase 1
1649,Anthologie,1,phase 1
1649,Bibel,1,phase 1
1649,Chronik,1,phase 1
1649,Gebet,1,phase 1
1649,Geographie,1,phase 1
1649,Libretto,1,phase 1
1649,Liedersammlung,1,phase 1
1649,Medizin,1,phase 1
1649,Physik,1,phase 1
1649,Poetik,1,phase 1
1649,Rhetorik,1,phase 1
1650,Agende,1,phase 1
1650,Altertumskunde,1,phase 1
1650,Briefsammlung,1,phase 1
