,gnd,record_number
1031,gnd/120145812,28820
1032,gnd/120145812,28838
1033,gnd/120145812,29772
1034,gnd/120145812,30083
1035,gnd/120145812,30084
1036,gnd/120145812,30104
1037,gnd/120145812,30105
1038,gnd/120145812,30155
1039,gnd/120145812,31698
1040,gnd/120145812,32617
1041,gnd/120145812,33870
1042,gnd/120145812,34219
1043,gnd/120145812,34290
1044,gnd/120145812,34294
1045,gnd/120145812,34840
1046,gnd/120145812,35092
1047,gnd/120145812,38232
1048,gnd/120145812,38495
1049,gnd/120145812,38497
1050,gnd/120145812,38498
1051,gnd/120145812,38500
1052,gnd/120145812,38509
1053,gnd/120145812,38510
1054,gnd/120145812,38511
1055,gnd/120145812,38515
1056,gnd/120145812,38557
1057,gnd/120145812,38567
1058,gnd/120145812,38568
1059,gnd/120145812,38594
1060,gnd/120145812,38607
1061,gnd/120145812,38608
1062,gnd/120145812,39052
1063,gnd/120145812,39143
1064,gnd/120145812,39481
1065,gnd/120145812,39999
1066,gnd/120145812,42121
1067,gnd/120145812,42253
1068,gnd/120145812,42386
1069,gnd/120145812,42387
1070,gnd/120145812,42388
1071,gnd/120145812,42391
1072,gnd/120145812,42395
1073,gnd/120145812,42396
1074,gnd/120145812,44420
1075,gnd/120145812,46120
1076,gnd/120145812,46175
1077,gnd/120145812,46176
1078,gnd/120145812,46177
1079,gnd/120145812,46178
1080,gnd/120145812,46188
1081,gnd/120145812,46189
1082,gnd/120145812,46237
1083,gnd/120145812,46239
1084,gnd/120145812,46240
1085,gnd/120145812,46255
1086,gnd/120145812,46616
1087,gnd/120145812,46621
1088,gnd/120145812,46698
1089,gnd/120145812,46835
1090,gnd/120145812,49663
1091,gnd/120145812,50220
1092,gnd/120145812,50838
1093,gnd/120145812,50882
1094,gnd/120145812,50969
1095,gnd/120145812,50970
1096,gnd/120145812,50976
1097,gnd/120145812,51026
1098,gnd/120145812,51028
1099,gnd/120145812,51439
1100,gnd/120145812,52140
1101,gnd/120145812,52288
1102,gnd/120145812,54109
1103,gnd/120145812,54543
1104,gnd/120145812,54801
1105,gnd/120145812,54862
1106,gnd/120145812,55504
1107,gnd/120145812,55505
1108,gnd/120145812,55508
1109,gnd/120145812,55672
1110,gnd/120145812,56694
1111,gnd/120145812,57643
1112,gnd/120145812,57810
1113,gnd/120145812,57821
1114,gnd/120145812,57834
1115,gnd/120145812,59235
1116,gnd/120145812,59236
1117,gnd/120145812,61077
1118,gnd/120145812,62074
1119,gnd/120145812,62253
1120,gnd/120145812,62254
1121,gnd/120145812,63429
1122,gnd/120145812,63909
1123,gnd/120145812,65258
1124,gnd/120145812,65535
1125,gnd/120145812,68446
1126,gnd/120145812,68866
1127,gnd/120145812,73295
1128,gnd/120145812,73296
1129,gnd/120145812,74400
1130,gnd/120145812,77265
1131,gnd/120145812,78728
1132,gnd/120145812,78994
1133,gnd/120145812,79401
1134,gnd/120145812,79447
1135,gnd/120145812,81461
1136,gnd/120145812,82387
1137,gnd/120145812,82999
1138,gnd/120145812,85344
1139,gnd/120145812,85347
1140,gnd/120145812,86011
1141,gnd/120145812,86254
1142,gnd/120145812,95555
1143,gnd/120145812,98306
1144,gnd/120145812,98407
1145,gnd/120145812,99097
1146,gnd/120145812,100171
1147,gnd/120145812,100752
1148,gnd/120145812,158675
1149,gnd/120145812,169909
1150,gnd/120145812,234410
1151,gnd/120145812,234411
1152,gnd/120145812,235674
1153,gnd/120145812,235678
1154,gnd/120145812,236357
1155,gnd/120145812,237980
1156,gnd/120145812,240388
1157,gnd/120145812,240389
1158,gnd/120145812,247588
1159,gnd/120145812,249015
1160,gnd/120145812,251139
1161,gnd/120145812,251168
1162,gnd/120145812,258468
1163,gnd/120145812,258966
1164,gnd/120145812,259270
1165,gnd/120145812,262892
1166,gnd/120145812,265364
1167,gnd/120145812,269715
1168,gnd/120145812,271343
1169,gnd/120145812,273118
1170,gnd/120145812,274875
1171,gnd/120145812,274876
1172,gnd/120145812,279525
1173,gnd/120145812,279811
1174,gnd/120145812,279812
1175,gnd/120145812,279889
1176,gnd/120145812,282966
1177,gnd/120145812,282970
1178,gnd/120145812,284192
1179,gnd/120145812,284199
1180,gnd/120145812,288988
1181,gnd/120145812,288993
1182,gnd/120145812,289046
1183,gnd/120145812,290686
1184,gnd/120145812,290687
1185,gnd/120145812,296242
1186,gnd/120145812,300168
1187,gnd/120145812,301167
1188,gnd/120145812,302046
1189,gnd/120145812,302501
1190,gnd/120145812,302502
1191,gnd/120145812,302503
1192,gnd/120145812,305010
1193,gnd/120145812,305267
1194,gnd/120079291,189792
1195,gnd/120079291,195063
1196,gnd/120079291,195064
1197,gnd/120065703,150185
1198,gnd/120065703,153066
1199,gnd/120065703,161648
1200,gnd/120014181,11166
1201,gnd/120014181,13207
1202,gnd/119512297,7799
1203,gnd/119512297,11781
1204,gnd/119512297,12297
1205,gnd/119512297,16787
1206,gnd/119512297,20589
1207,gnd/119512297,28623
1208,gnd/119512297,32802
1209,gnd/119512297,33235
1210,gnd/119512297,33675
1211,gnd/119512297,33765
1212,gnd/119512297,35117
1213,gnd/119512297,35118
1214,gnd/119512297,37873
1215,gnd/119512297,37874
1216,gnd/119512297,38088
1217,gnd/119512297,38221
1218,gnd/119512297,39959
1219,gnd/119512297,43351
1220,gnd/119512297,43480
1221,gnd/119512297,48137
1222,gnd/119512297,48502
1223,gnd/119512297,48775
1224,gnd/119512297,49901
1225,gnd/119512297,50539
1226,gnd/119512297,51414
1227,gnd/119512297,51986
1228,gnd/119512297,53383
1229,gnd/119512297,53943
1230,gnd/119512297,55212
1231,gnd/119512297,56522
1232,gnd/119512297,56629
1233,gnd/119512297,56701
1234,gnd/119512297,57175
1235,gnd/119512297,57200
1236,gnd/119512297,57202
1237,gnd/119512297,59821
1238,gnd/119512297,60080
1239,gnd/119512297,61164
1240,gnd/119512297,61377
1241,gnd/119512297,61592
1242,gnd/119512297,61599
1243,gnd/119512297,63240
1244,gnd/119512297,63591
1245,gnd/119512297,65141
1246,gnd/119512297,65880
1247,gnd/119512297,66655
1248,gnd/119512297,67217
1249,gnd/119512297,71112
1250,gnd/119512297,75407
1251,gnd/119512297,78183
1252,gnd/119512297,82001
1253,gnd/119512297,82060
1254,gnd/119512297,85417
1255,gnd/119512297,90415
1256,gnd/119512297,90416
1257,gnd/119512297,90417
1258,gnd/119512297,105698
1259,gnd/119512297,106292
1260,gnd/119512297,241904
1261,gnd/119512297,242348
1262,gnd/119512297,242352
1263,gnd/119512297,242353
1264,gnd/119512297,242354
1265,gnd/119512297,250938
1266,gnd/119512297,255581
1267,gnd/119512297,258987
1268,gnd/119512297,267138
1269,gnd/119512297,267203
1270,gnd/119512297,271037
1271,gnd/119512297,274723
1272,gnd/119512297,274816
1273,gnd/119512297,279241
1274,gnd/119512297,279305
1275,gnd/119512297,279312
1276,gnd/119512297,282948
1277,gnd/119512297,283031
1278,gnd/119512297,284518
1279,gnd/119512297,290720
1280,gnd/119512297,294730
1281,gnd/119512297,295915
1282,gnd/119512297,300598
1283,gnd/119512297,301469
1284,gnd/119512297,304747
1285,gnd/119512297,305470
1286,gnd/119512297,305628
1287,gnd/119511231,22391
1288,gnd/119511231,28332
1289,gnd/119511231,30396
1290,gnd/119511231,30552
1291,gnd/119511231,31363
1292,gnd/119511231,35725
1293,gnd/119511231,35738
1294,gnd/119511231,37884
1295,gnd/119511231,42491
1296,gnd/119511231,42936
1297,gnd/119511231,43423
1298,gnd/119511231,43707
1299,gnd/119511231,43708
1300,gnd/119511231,43709
1301,gnd/119511231,48285
1302,gnd/119511231,48546
1303,gnd/119511231,284859
1304,gnd/119511231,297619
1305,gnd/119511231,297620
1306,gnd/119511231,307272
1307,gnd/119511029,8141
1308,gnd/119511029,13440
1309,gnd/119511029,28564
1310,gnd/119511029,32621
1311,gnd/119511029,93320
1312,gnd/119511029,282446
1313,gnd/119436094,2247
1314,gnd/119410524,1031
1315,gnd/119410524,19778
1316,gnd/119410524,28579
1317,gnd/119410524,136530
1318,gnd/119410524,169106
1319,gnd/119410524,169999
1320,gnd/119410524,180202
1321,gnd/119410524,235982
1322,gnd/119410524,238192
1323,gnd/119410524,238194
1324,gnd/119410524,238591
1325,gnd/119410524,238893
1326,gnd/119410524,239105
1327,gnd/119410524,260929
1328,gnd/119410524,274625
1329,gnd/119410524,276363
1330,gnd/119410524,277529
1331,gnd/119410524,277734
1332,gnd/119410524,278019
1333,gnd/119410524,278144
1334,gnd/119410524,278223
1335,gnd/119410524,280079
1336,gnd/119410524,280771
1337,gnd/119410524,283509
1338,gnd/119410524,290499
1339,gnd/119410524,290742
1340,gnd/119410524,292067
1341,gnd/119410524,294178
1342,gnd/119410524,294750
1343,gnd/119410524,295122
1344,gnd/119410524,295238
1345,gnd/119410524,295239
1346,gnd/119410524,295716
1347,gnd/119410524,295958
1348,gnd/119410524,296488
1349,gnd/119410524,296962
1350,gnd/119410524,298450
1351,gnd/119410524,298456
1352,gnd/119410524,300112
1353,gnd/119410524,300849
1354,gnd/119410524,300850
1355,gnd/119410524,300851
1356,gnd/119410524,302288
1357,gnd/119410524,302457
1358,gnd/119410524,303469
1359,gnd/119410524,303926
1360,gnd/119410524,303927
1361,gnd/119410524,303928
1362,gnd/119410524,304572
1363,gnd/119410524,305300
1364,gnd/119410524,307045
1365,gnd/119410524,307146
1366,gnd/119410524,307670
1367,gnd/119410524,307676
1368,gnd/119220318,306634
1369,gnd/119137356,126930
1370,gnd/119100320,8291
1371,gnd/119100320,20407
1372,gnd/119100320,23239
1373,gnd/119100320,33056
1374,gnd/119100320,33676
1375,gnd/119100320,33677
1376,gnd/119100320,38325
1377,gnd/119100320,42250
1378,gnd/119100320,42251
1379,gnd/119100320,42252
1380,gnd/119100320,42598
1381,gnd/119100320,44193
1382,gnd/119100320,44194
1383,gnd/119100320,46009
1384,gnd/119100320,46011
1385,gnd/119100320,50792
1386,gnd/119100320,50793
1387,gnd/119100320,50794
1388,gnd/119100320,50795
1389,gnd/119100320,53436
1390,gnd/119100320,54341
1391,gnd/119100320,55313
1392,gnd/119100320,57655
1393,gnd/119100320,57656
1394,gnd/119100320,57657
1395,gnd/119100320,62082
1396,gnd/119100320,68973
1397,gnd/119100320,73171
1398,gnd/119100320,74583
1399,gnd/119100320,95738
1400,gnd/119100320,97026
1401,gnd/119100320,98783
1402,gnd/119100320,99049
1403,gnd/119100320,100743
1404,gnd/119100320,112821
1405,gnd/119100320,127527
1406,gnd/119100320,266804
1407,gnd/119100320,284188
1408,gnd/119100320,292928
1409,gnd/119100320,296419
1410,gnd/119100320,296420
1411,gnd/119100320,296908
1412,gnd/119100320,296915
1413,gnd/119100320,296999
1414,gnd/119100320,301853
1415,gnd/119100320,305249
1416,gnd/119076101,99099
1417,gnd/119076101,105063
1418,gnd/119076101,117922
1419,gnd/119076101,118754
1420,gnd/119076101,121682
1421,gnd/119076101,127130
1422,gnd/119076101,127131
1423,gnd/119076101,129031
1424,gnd/119076101,130946
1425,gnd/119076101,132550
1426,gnd/119076101,134554
1427,gnd/119076101,135159
1428,gnd/119076101,137793
1429,gnd/119076101,142402
1430,gnd/119076101,143726
1431,gnd/119076101,143735
1432,gnd/119076101,156344
1433,gnd/119076101,159164
1434,gnd/119076101,160010
1435,gnd/119076101,163352
1436,gnd/119076101,165016
1437,gnd/119076101,173589
1438,gnd/119076101,174068
1439,gnd/119076101,181789
1440,gnd/119076101,210832
1441,gnd/119076101,275088
1442,gnd/119025299,55127
1443,gnd/119025299,55128
1444,gnd/119025299,55129
1445,gnd/119025299,78563
1446,gnd/119025299,78678
1447,gnd/119025299,81017
1448,gnd/119025299,82059
1449,gnd/119025299,83753
1450,gnd/119025299,296389
1451,gnd/119025299,296390
1452,gnd/119025299,297996
1453,gnd/119025299,301294
1454,gnd/118913859,3492
1455,gnd/118913859,3493
1456,gnd/118913859,3494
1457,gnd/118913859,24614
1458,gnd/118913859,28832
1459,gnd/118913859,29273
1460,gnd/118913859,30189
1461,gnd/118913859,31546
1462,gnd/118913859,40740
1463,gnd/118913859,40876
1464,gnd/118913859,43053
1465,gnd/118913859,43054
1466,gnd/118913859,44930
1467,gnd/118913859,46587
1468,gnd/118913859,46588
1469,gnd/118913859,47948
1470,gnd/118913859,47949
1471,gnd/118913859,47950
1472,gnd/118913859,48379
1473,gnd/118913859,51718
1474,gnd/118913859,61995
1475,gnd/118913859,62257
1476,gnd/118913859,64902
1477,gnd/118913859,66626
1478,gnd/118913859,66828
1479,gnd/118913859,71149
1480,gnd/118913859,72368
1481,gnd/118913859,72753
1482,gnd/118913859,72884
1483,gnd/118913859,73607
1484,gnd/118913859,76251
1485,gnd/118913859,76268
1486,gnd/118913859,76420
1487,gnd/118913859,76484
1488,gnd/118913859,78828
1489,gnd/118913859,79307
1490,gnd/118913859,81038
1491,gnd/118913859,82563
1492,gnd/118913859,82564
1493,gnd/118913859,87061
1494,gnd/118913859,89117
1495,gnd/118913859,92002
1496,gnd/118913859,92068
1497,gnd/118913859,93223
1498,gnd/118913859,93224
1499,gnd/118913859,93225
1500,gnd/118913859,93497
1501,gnd/118913859,94951
1502,gnd/118913859,97071
1503,gnd/118913859,97633
1504,gnd/118913859,97789
1505,gnd/118913859,97827
1506,gnd/118913859,97854
1507,gnd/118913859,98348
1508,gnd/118913859,98527
1509,gnd/118913859,98748
1510,gnd/118913859,98936
1511,gnd/118913859,99040
1512,gnd/118913859,99220
1513,gnd/118913859,100473
1514,gnd/118913859,100691
1515,gnd/118913859,101078
1516,gnd/118913859,101527
1517,gnd/118913859,103926
1518,gnd/118913859,104822
1519,gnd/118913859,106254
1520,gnd/118913859,110107
1521,gnd/118913859,110368
1522,gnd/118913859,110734
1523,gnd/118913859,111261
1524,gnd/118913859,112745
1525,gnd/118913859,115869
1526,gnd/118913859,116363
1527,gnd/118913859,116765
1528,gnd/118913859,118563
1529,gnd/118913859,122428
1530,gnd/118913859,123617
1531,gnd/118913859,128139
1532,gnd/118913859,128836
1533,gnd/118913859,130474
1534,gnd/118913859,130477
1535,gnd/118913859,130656
1536,gnd/118913859,130693
1537,gnd/118913859,135175
1538,gnd/118913859,138476
1539,gnd/118913859,142833
1540,gnd/118913859,143122
1541,gnd/118913859,143275
1542,gnd/118913859,143642
1543,gnd/118913859,146926
1544,gnd/118913859,146927
1545,gnd/118913859,148849
1546,gnd/118913859,150926
1547,gnd/118913859,150955
1548,gnd/118913859,152685
1549,gnd/118913859,156509
1550,gnd/118913859,159056
1551,gnd/118913859,160823
1552,gnd/118913859,164132
1553,gnd/118913859,170896
1554,gnd/118913859,176037
1555,gnd/118913859,176038
1556,gnd/118913859,177840
1557,gnd/118913859,179879
1558,gnd/118913859,181450
1559,gnd/118913859,181452
1560,gnd/118913859,187522
1561,gnd/118913859,188582
1562,gnd/118913859,191756
1563,gnd/118913859,203352
1564,gnd/118913859,235544
1565,gnd/118913859,237271
1566,gnd/118913859,237272
1567,gnd/118913859,242844
1568,gnd/118913859,245782
1569,gnd/118913859,248317
1570,gnd/118913859,249484
1571,gnd/118913859,249585
1572,gnd/118913859,257478
1573,gnd/118913859,277919
1574,gnd/118913859,277920
1575,gnd/118913859,277921
1576,gnd/118913859,277922
1577,gnd/118913859,283360
1578,gnd/118913859,283361
1579,gnd/118913859,283688
1580,gnd/118913859,284165
1581,gnd/118913859,285324
1582,gnd/118913859,285325
1583,gnd/118913859,289290
1584,gnd/118913859,290165
1585,gnd/118913859,290166
1586,gnd/118913859,294485
1587,gnd/118861042,8338
1588,gnd/118861042,28576
1589,gnd/118861042,29867
1590,gnd/118861042,272908
1591,gnd/118840371,80102
1592,gnd/118840371,113086
1593,gnd/118840371,113087
1594,gnd/118840371,264635
1595,gnd/118807935,52748
1596,gnd/118807935,66233
1597,gnd/118807935,74770
1598,gnd/118807935,101801
1599,gnd/118807935,103469
1600,gnd/118807935,105161
1601,gnd/118807935,111299
1602,gnd/118807935,303870
1603,gnd/118807331,107290
1604,gnd/118807331,144439
1605,gnd/118794396,242687
1606,gnd/118794396,242688
1607,gnd/118794396,246071
1608,gnd/118794396,265101
1609,gnd/118794396,269972
1610,gnd/118794396,272545
1611,gnd/118794396,282557
1612,gnd/118794396,282626
1613,gnd/118794396,284163
1614,gnd/118794396,285318
1615,gnd/118794396,285415
1616,gnd/118794396,285982
1617,gnd/118794396,286358
1618,gnd/118794396,289662
1619,gnd/118794396,289663
1620,gnd/118794396,289664
1621,gnd/118794396,289665
1622,gnd/118794396,289995
1623,gnd/118794396,289996
1624,gnd/118794396,289997
1625,gnd/118794396,289998
1626,gnd/118794396,303882
1627,gnd/118794396,306562
1628,gnd/118794396,306563
1629,gnd/118794396,306564
1630,gnd/118794396,306565
1631,gnd/118794396,306566
1632,gnd/118774735,48914
1633,gnd/118774735,52647
1634,gnd/118774735,52648
1635,gnd/118774735,52649
1636,gnd/118774735,57206
1637,gnd/118774735,158369
1638,gnd/118774735,158370
1639,gnd/118774735,158371
1640,gnd/118774735,249920
1641,gnd/118774735,255995
1642,gnd/118774735,255996
1643,gnd/118774735,257774
1644,gnd/118774735,257775
1645,gnd/118774735,257776
1646,gnd/118774735,257777
1647,gnd/118774735,274360
1648,gnd/118774735,274361
1649,gnd/118774735,274362
1650,gnd/118774735,274510
1651,gnd/118774735,274511
1652,gnd/118774735,275212
1653,gnd/118774735,277897
1654,gnd/118774735,277898
1655,gnd/118774735,283280
1656,gnd/118774735,305460
1657,gnd/118767038,19992
1658,gnd/118767038,85452
1659,gnd/118767038,105034
1660,gnd/118767038,119228
1661,gnd/118767038,119823
1662,gnd/118767038,120284
1663,gnd/118767038,134858
1664,gnd/118767038,137135
1665,gnd/118767038,140733
1666,gnd/118767038,155463
1667,gnd/118760343,18998
1668,gnd/118760343,20855
1669,gnd/118760343,21863
1670,gnd/118760343,22959
1671,gnd/118760343,38983
1672,gnd/118760343,38984
1673,gnd/118760343,40919
1674,gnd/118760343,40951
1675,gnd/118760343,42859
1676,gnd/118760343,42911
1677,gnd/118760343,42912
1678,gnd/118760343,43139
1679,gnd/118760343,46487
1680,gnd/118760343,50158
1681,gnd/118760343,51145
1682,gnd/118760343,51392
1683,gnd/118760343,59534
1684,gnd/118760343,61269
1685,gnd/118760343,62775
1686,gnd/118760343,62918
1687,gnd/118760343,63044
1688,gnd/118760343,76932
1689,gnd/118760343,76933
1690,gnd/118760343,101556
1691,gnd/118760343,101667
1692,gnd/118760343,125969
1693,gnd/118760343,136622
1694,gnd/118760343,147323
1695,gnd/118760343,147324
1696,gnd/118760343,147325
1697,gnd/118760343,147720
1698,gnd/118760343,191083
1699,gnd/118760343,225010
1700,gnd/118760343,233879
1701,gnd/118760343,234700
1702,gnd/118760343,237044
1703,gnd/118760343,237045
1704,gnd/118760343,237161
1705,gnd/118760343,237163
1706,gnd/118760343,237164
1707,gnd/118760343,237286
1708,gnd/118760343,240894
1709,gnd/118760343,242450
1710,gnd/118760343,246408
1711,gnd/118760343,247370
1712,gnd/118760343,247371
1713,gnd/118760343,249042
1714,gnd/118760343,250463
1715,gnd/118760343,251473
1716,gnd/118760343,251474
1717,gnd/118760343,252427
1718,gnd/118760343,252470
1719,gnd/118760343,253425
1720,gnd/118760343,255081
1721,gnd/118760343,257350
1722,gnd/118760343,257351
1723,gnd/118760343,259646
1724,gnd/118760343,260638
1725,gnd/118760343,260846
1726,gnd/118760343,264556
1727,gnd/118760343,283073
1728,gnd/118760343,286037
1729,gnd/118760343,286038
1730,gnd/118760343,286039
1731,gnd/118760343,291782
1732,gnd/118760343,292807
1733,gnd/118760343,294715
1734,gnd/118756141,53967
1735,gnd/118756141,213307
1736,gnd/118756141,224716
1737,gnd/118756141,249373
1738,gnd/118745425,5617
1739,gnd/118745425,11090
1740,gnd/118745425,15816
1741,gnd/118745425,27302
1742,gnd/118745425,28713
1743,gnd/118745425,29241
1744,gnd/118745425,31137
1745,gnd/118745425,31554
1746,gnd/118745425,31671
1747,gnd/118745425,35304
1748,gnd/118745425,37505
1749,gnd/118745425,37799
1750,gnd/118745425,39804
1751,gnd/118745425,41966
1752,gnd/118745425,43361
1753,gnd/118745425,48320
1754,gnd/118745425,48797
1755,gnd/118745425,50041
1756,gnd/118745425,52035
1757,gnd/118745425,52514
1758,gnd/118745425,52523
1759,gnd/118745425,55267
1760,gnd/118745425,57443
1761,gnd/118745425,59681
1762,gnd/118745425,61043
1763,gnd/118745425,61598
1764,gnd/118745425,62742
1765,gnd/118745425,65287
1766,gnd/118745425,65881
1767,gnd/118745425,67239
1768,gnd/118745425,67267
1769,gnd/118745425,67380
1770,gnd/118745425,67960
1771,gnd/118745425,68113
1772,gnd/118745425,70274
1773,gnd/118745425,71460
1774,gnd/118745425,71524
1775,gnd/118745425,71617
1776,gnd/118745425,71711
1777,gnd/118745425,72981
1778,gnd/118745425,74711
1779,gnd/118745425,74712
1780,gnd/118745425,75763
1781,gnd/118745425,76686
1782,gnd/118745425,77624
1783,gnd/118745425,79925
1784,gnd/118745425,79926
1785,gnd/118745425,80750
1786,gnd/118745425,81139
1787,gnd/118745425,81514
1788,gnd/118745425,81768
1789,gnd/118745425,83549
1790,gnd/118745425,84933
1791,gnd/118745425,86564
1792,gnd/118745425,86590
1793,gnd/118745425,87644
1794,gnd/118745425,87713
1795,gnd/118745425,89316
1796,gnd/118745425,89667
1797,gnd/118745425,89702
1798,gnd/118745425,89889
1799,gnd/118745425,92812
1800,gnd/118745425,92821
1801,gnd/118745425,92879
1802,gnd/118745425,92944
1803,gnd/118745425,93171
1804,gnd/118745425,93256
1805,gnd/118745425,93641
1806,gnd/118745425,93731
1807,gnd/118745425,95102
1808,gnd/118745425,95104
1809,gnd/118745425,95108
1810,gnd/118745425,95615
1811,gnd/118745425,96011
1812,gnd/118745425,96012
1813,gnd/118745425,96801
1814,gnd/118745425,96899
1815,gnd/118745425,96925
1816,gnd/118745425,97098
1817,gnd/118745425,97636
1818,gnd/118745425,98045
1819,gnd/118745425,98273
1820,gnd/118745425,98346
1821,gnd/118745425,98351
1822,gnd/118745425,98956
1823,gnd/118745425,99372
1824,gnd/118745425,99379
1825,gnd/118745425,99495
1826,gnd/118745425,100064
1827,gnd/118745425,100181
1828,gnd/118745425,100462
1829,gnd/118745425,100481
1830,gnd/118745425,100747
1831,gnd/118745425,101141
1832,gnd/118745425,101142
1833,gnd/118745425,101143
1834,gnd/118745425,101144
1835,gnd/118745425,101841
1836,gnd/118745425,103131
1837,gnd/118745425,103917
1838,gnd/118745425,103940
1839,gnd/118745425,104026
1840,gnd/118745425,104514
1841,gnd/118745425,104515
1842,gnd/118745425,105195
1843,gnd/118745425,105207
1844,gnd/118745425,105375
1845,gnd/118745425,106112
1846,gnd/118745425,106113
1847,gnd/118745425,106505
1848,gnd/118745425,107125
1849,gnd/118745425,107888
1850,gnd/118745425,110082
1851,gnd/118745425,110086
1852,gnd/118745425,110164
1853,gnd/118745425,110165
1854,gnd/118745425,110167
1855,gnd/118745425,110365
1856,gnd/118745425,112149
1857,gnd/118745425,112150
1858,gnd/118745425,112151
1859,gnd/118745425,112152
1860,gnd/118745425,112198
1861,gnd/118745425,112353
1862,gnd/118745425,112660
1863,gnd/118745425,112661
1864,gnd/118745425,112662
1865,gnd/118745425,112663
1866,gnd/118745425,112664
1867,gnd/118745425,112665
1868,gnd/118745425,115538
1869,gnd/118745425,115749
1870,gnd/118745425,115827
1871,gnd/118745425,116100
1872,gnd/118745425,116101
1873,gnd/118745425,116102
1874,gnd/118745425,116103
1875,gnd/118745425,116104
1876,gnd/118745425,116105
1877,gnd/118745425,116136
1878,gnd/118745425,116137
1879,gnd/118745425,116160
1880,gnd/118745425,116403
1881,gnd/118745425,116487
1882,gnd/118745425,116914
1883,gnd/118745425,117278
1884,gnd/118745425,119267
1885,gnd/118745425,119832
1886,gnd/118745425,119946
1887,gnd/118745425,120281
1888,gnd/118745425,121027
1889,gnd/118745425,121096
1890,gnd/118745425,121194
1891,gnd/118745425,121304
1892,gnd/118745425,123521
1893,gnd/118745425,123580
1894,gnd/118745425,124578
1895,gnd/118745425,127080
1896,gnd/118745425,128870
1897,gnd/118745425,129125
1898,gnd/118745425,129398
1899,gnd/118745425,132699
1900,gnd/118745425,132788
1901,gnd/118745425,143917
1902,gnd/118745425,263145
1903,gnd/118745425,263146
1904,gnd/118745425,275245
1905,gnd/118745425,286459
1906,gnd/118745425,296600
1907,gnd/118745425,300230
1908,gnd/118745425,305311
1909,gnd/118739581,10799
1910,gnd/118739581,14402
1911,gnd/118739581,25511
1912,gnd/118739581,58250
1913,gnd/118739581,80145
1914,gnd/118739581,91897
1915,gnd/118739581,114866
1916,gnd/118739581,136181
1917,gnd/118739581,147310
1918,gnd/118739581,158231
1919,gnd/118739581,169061
1920,gnd/118739581,180946
1921,gnd/118739581,191158
1922,gnd/118739581,191192
1923,gnd/118739581,191229
1924,gnd/118739581,233940
1925,gnd/118739581,237443
1926,gnd/118739581,237444
1927,gnd/118739581,237783
1928,gnd/118739581,240259
1929,gnd/118739581,243627
1930,gnd/118739581,248715
1931,gnd/118739581,248728
1932,gnd/118739581,249708
1933,gnd/118739581,251486
1934,gnd/118739581,253053
1935,gnd/118739581,253255
1936,gnd/118739581,254646
1937,gnd/118739581,258962
1938,gnd/118739581,260099
1939,gnd/118739581,260141
1940,gnd/118739581,260368
1941,gnd/118739581,261030
1942,gnd/118739581,263855
1943,gnd/118739581,265754
1944,gnd/118739581,265857
1945,gnd/118739581,288452
1946,gnd/118739581,299641
1947,gnd/118738925,108603
1948,gnd/118738925,109882
1949,gnd/118738925,110442
1950,gnd/118738925,110754
1951,gnd/118738925,111025
1952,gnd/118738925,111030
1953,gnd/118738925,128406
1954,gnd/118738925,128533
1955,gnd/118738925,129443
1956,gnd/118738925,129687
1957,gnd/118738925,129902
1958,gnd/118738925,130285
1959,gnd/118738925,130447
1960,gnd/118738925,130576
1961,gnd/118738925,131008
1962,gnd/118738925,132214
1963,gnd/118738925,133175
1964,gnd/118738925,133964
1965,gnd/118738925,134643
1966,gnd/118738925,134644
1967,gnd/118736256,1570
1968,gnd/118736256,1571
1969,gnd/118736256,5650
1970,gnd/118736256,5889
1971,gnd/118736256,6158
1972,gnd/118736256,15422
1973,gnd/118736256,18732
1974,gnd/118736256,31892
1975,gnd/118736256,37297
1976,gnd/118736256,38963
1977,gnd/118736256,40900
1978,gnd/118736256,41981
1979,gnd/118736256,51140
1980,gnd/118736256,51553
1981,gnd/118736256,53627
1982,gnd/118736256,53759
1983,gnd/118736256,54986
1984,gnd/118736256,71315
1985,gnd/118736256,95280
1986,gnd/118736256,99983
1987,gnd/118736256,102805
1988,gnd/118736256,103748
1989,gnd/118736256,103843
1990,gnd/118736256,104599
1991,gnd/118736256,115588
1992,gnd/118736256,134105
1993,gnd/118736256,134694
1994,gnd/118736256,135260
1995,gnd/118736256,137324
1996,gnd/118736256,140619
1997,gnd/118736256,142408
1998,gnd/118736256,146204
1999,gnd/118736256,153803
2000,gnd/118736256,153804
2001,gnd/118720945,11110
2002,gnd/118720945,63320
2003,gnd/118720945,66196
2004,gnd/118720945,66230
2005,gnd/118720945,70363
2006,gnd/118720945,70489
2007,gnd/118720945,70513
2008,gnd/118720945,70630
2009,gnd/118720945,70632
2010,gnd/118720945,70643
2011,gnd/118720945,70663
2012,gnd/118720945,73345
2013,gnd/118720945,73802
2014,gnd/118720945,73804
2015,gnd/118720945,73805
2016,gnd/118720945,73938
2017,gnd/118720945,74566
2018,gnd/118720945,76810
2019,gnd/118720945,77201
2020,gnd/118720945,79309
2021,gnd/118720945,79312
2022,gnd/118720945,79555
2023,gnd/118720945,79747
2024,gnd/118720945,79748
2025,gnd/118720945,81135
2026,gnd/118720945,96791
2027,gnd/118720945,98780
2028,gnd/118720945,99289
2029,gnd/118676040,214886
