,gnd,record_number
2030,gnd/118641182,10910
2031,gnd/118641182,18288
2032,gnd/118641182,37196
2033,gnd/118641182,37381
2034,gnd/118641182,39016
2035,gnd/118641182,39805
2036,gnd/118641182,41445
2037,gnd/118641182,58074
2038,gnd/118641182,68987
2039,gnd/118641182,72350
2040,gnd/118641182,77552
2041,gnd/118641182,82348
2042,gnd/118641182,83925
2043,gnd/118641182,84371
2044,gnd/118641182,85502
2045,gnd/118641182,85718
2046,gnd/118641182,87357
2047,gnd/118641182,88474
2048,gnd/118641182,93960
2049,gnd/118641182,94653
2050,gnd/118641182,95039
2051,gnd/118641182,95220
2052,gnd/118641182,95221
2053,gnd/118641182,95222
2054,gnd/118641182,96379
2055,gnd/118641182,96380
2056,gnd/118641182,96381
2057,gnd/118641182,96382
2058,gnd/118641182,96383
2059,gnd/118641182,97328
2060,gnd/118641182,99288
2061,gnd/118641182,100071
2062,gnd/118641182,100104
2063,gnd/118641182,100207
2064,gnd/118641182,101652
2065,gnd/118641182,103110
2066,gnd/118641182,103434
2067,gnd/118641182,103534
2068,gnd/118641182,103535
2069,gnd/118641182,103905
2070,gnd/118641182,104115
2071,gnd/118641182,104543
2072,gnd/118641182,104544
2073,gnd/118641182,104545
2074,gnd/118641182,105039
2075,gnd/118641182,105040
2076,gnd/118641182,105041
2077,gnd/118641182,105980
2078,gnd/118641182,106736
2079,gnd/118641182,106737
2080,gnd/118641182,106738
2081,gnd/118641182,106739
2082,gnd/118641182,107001
2083,gnd/118641182,107279
2084,gnd/118641182,107426
2085,gnd/118641182,107983
2086,gnd/118641182,108130
2087,gnd/118641182,108312
2088,gnd/118641182,108313
2089,gnd/118641182,108314
2090,gnd/118641182,109345
2091,gnd/118641182,109346
2092,gnd/118641182,110002
2093,gnd/118641182,110258
2094,gnd/118641182,111347
2095,gnd/118641182,115355
2096,gnd/118641182,115364
2097,gnd/118641182,115365
2098,gnd/118641182,115505
2099,gnd/118641182,115520
2100,gnd/118641182,115644
2101,gnd/118641182,116194
2102,gnd/118641182,117127
2103,gnd/118641182,117128
2104,gnd/118641182,117421
2105,gnd/118641182,118973
2106,gnd/118641182,118974
2107,gnd/118641182,118975
2108,gnd/118641182,118976
2109,gnd/118641182,119635
2110,gnd/118641182,142092
2111,gnd/118641182,291330
2112,gnd/118641182,298481
2113,gnd/118641182,298482
2114,gnd/118636596,6076
2115,gnd/118636596,6166
2116,gnd/118636596,13782
2117,gnd/118636596,22615
2118,gnd/118636596,23127
2119,gnd/118636596,24597
2120,gnd/118636596,27245
2121,gnd/118636596,29399
2122,gnd/118636596,31558
2123,gnd/118636596,31559
2124,gnd/118636596,33205
2125,gnd/118636596,34639
2126,gnd/118636596,34640
2127,gnd/118636596,34671
2128,gnd/118636596,43217
2129,gnd/118636596,43218
2130,gnd/118636596,45512
2131,gnd/118636596,45555
2132,gnd/118636596,48733
2133,gnd/118636596,53322
2134,gnd/118636596,55669
2135,gnd/118636596,60081
2136,gnd/118636596,61093
2137,gnd/118636596,71333
2138,gnd/118636596,72894
2139,gnd/118636596,75813
2140,gnd/118636596,75814
2141,gnd/118636596,75818
2142,gnd/118636596,75819
2143,gnd/118636596,75820
2144,gnd/118636596,76726
2145,gnd/118636596,76727
2146,gnd/118636596,76728
2147,gnd/118636596,85112
2148,gnd/118636596,93410
2149,gnd/118636596,93718
2150,gnd/118636596,99041
2151,gnd/118636596,99042
2152,gnd/118636596,99043
2153,gnd/118636596,99044
2154,gnd/118636596,104956
2155,gnd/118636596,107293
2156,gnd/118636596,108179
2157,gnd/118636596,109285
2158,gnd/118636596,109469
2159,gnd/118636596,112916
2160,gnd/118636596,115335
2161,gnd/118636596,115890
2162,gnd/118636596,116171
2163,gnd/118636596,117238
2164,gnd/118636596,117816
2165,gnd/118636596,118441
2166,gnd/118636596,118442
2167,gnd/118636596,118443
2168,gnd/118636596,120873
2169,gnd/118636596,120874
2170,gnd/118636596,123215
2171,gnd/118636596,251089
2172,gnd/118636596,254446
2173,gnd/118636596,262204
2174,gnd/118636596,267031
2175,gnd/118636596,269465
2176,gnd/118636596,270091
2177,gnd/118636596,273084
2178,gnd/118636596,279106
2179,gnd/118636596,282457
2180,gnd/118636596,283711
2181,gnd/118636596,287132
2182,gnd/118636596,288595
2183,gnd/118636596,288636
2184,gnd/118636596,290416
2185,gnd/118636596,290417
2186,gnd/118636596,290678
2187,gnd/118636596,290885
2188,gnd/118636596,292594
2189,gnd/118636596,293779
2190,gnd/118636596,294026
2191,gnd/118636596,294099
2192,gnd/118636596,294130
2193,gnd/118636596,294145
2194,gnd/118636596,296578
2195,gnd/118636596,297989
2196,gnd/118636596,297990
2197,gnd/118636596,298037
2198,gnd/118636596,298087
2199,gnd/118636596,298363
2200,gnd/118636596,299624
2201,gnd/118636596,299724
2202,gnd/118636596,300277
2203,gnd/118636596,303053
2204,gnd/118636596,303253
2205,gnd/118636596,304561
2206,gnd/118636596,304615
2207,gnd/118636596,305428
2208,gnd/118636596,306422
2209,gnd/118618121,5173
2210,gnd/118618121,5634
2211,gnd/118618121,6513
2212,gnd/118618121,6626
2213,gnd/118618121,8308
2214,gnd/118618121,8968
2215,gnd/118618121,9524
2216,gnd/118618121,9825
2217,gnd/118618121,9995
2218,gnd/118618121,9996
2219,gnd/118618121,10044
2220,gnd/118618121,24088
2221,gnd/118618121,34649
2222,gnd/118618121,34650
2223,gnd/118618121,39254
2224,gnd/118618121,39517
2225,gnd/118618121,40299
2226,gnd/118618121,41360
2227,gnd/118618121,43209
2228,gnd/118618121,43312
2229,gnd/118618121,47221
2230,gnd/118618121,47816
2231,gnd/118618121,58164
2232,gnd/118618121,63777
2233,gnd/118618121,80402
2234,gnd/118618121,80695
2235,gnd/118618121,136052
2236,gnd/118618121,136515
2237,gnd/118618121,158116
2238,gnd/118618121,180326
2239,gnd/118618121,202795
2240,gnd/118618121,235048
2241,gnd/118618121,237642
2242,gnd/118618121,238878
2243,gnd/118618121,240304
2244,gnd/118618121,240903
2245,gnd/118618121,240904
2246,gnd/118618121,242279
2247,gnd/118618121,242529
2248,gnd/118618121,247181
2249,gnd/118618121,259066
2250,gnd/118618121,267150
2251,gnd/118618121,267347
2252,gnd/118618121,267581
2253,gnd/118618121,268020
2254,gnd/118618121,269382
2255,gnd/118618121,269722
2256,gnd/118618121,271662
2257,gnd/118618121,272484
2258,gnd/118618121,273476
2259,gnd/118618121,276602
2260,gnd/118618121,276603
2261,gnd/118618121,279562
2262,gnd/118618121,279747
2263,gnd/118618121,279748
2264,gnd/118618121,279749
2265,gnd/118618121,282882
2266,gnd/118618121,285675
2267,gnd/118618121,285916
2268,gnd/118618121,286839
2269,gnd/118618121,290672
2270,gnd/118618121,290771
2271,gnd/118618121,292380
2272,gnd/118618121,294290
2273,gnd/118618121,294291
2274,gnd/118618121,300746
2275,gnd/118618121,302640
2276,gnd/118618121,303281
2277,gnd/118618121,303538
2278,gnd/118618121,308266
2279,gnd/118610554,1406
2280,gnd/118610554,1687
2281,gnd/118610554,5113
2282,gnd/118610554,9032
2283,gnd/118610554,9423
2284,gnd/118610554,15254
2285,gnd/118610554,17609
2286,gnd/118610554,17610
2287,gnd/118610554,27189
2288,gnd/118610554,30776
2289,gnd/118610554,32940
2290,gnd/118610554,51320
2291,gnd/118610554,51881
2292,gnd/118610554,75519
2293,gnd/118610554,76493
2294,gnd/118610554,87423
2295,gnd/118610554,92785
2296,gnd/118610554,95268
2297,gnd/118610554,96756
2298,gnd/118610554,97637
2299,gnd/118610554,100809
2300,gnd/118610554,101406
2301,gnd/118610554,101456
2302,gnd/118610554,101918
2303,gnd/118610554,104901
2304,gnd/118610554,109432
2305,gnd/118610554,111897
2306,gnd/118610554,112223
2307,gnd/118610554,112228
2308,gnd/118610554,115513
2309,gnd/118610554,115578
2310,gnd/118610554,116174
2311,gnd/118610554,116175
2312,gnd/118610554,117886
2313,gnd/118610554,117887
2314,gnd/118610554,118444
2315,gnd/118610554,119735
2316,gnd/118610554,120979
2317,gnd/118610554,121012
2318,gnd/118610554,247669
2319,gnd/118610554,258671
2320,gnd/118610554,260732
2321,gnd/118610554,260733
2322,gnd/118610554,260736
2323,gnd/118610554,300970
2324,gnd/118610554,302596
2325,gnd/118610554,302597
2326,gnd/118610554,303103
2327,gnd/118610554,306725
2328,gnd/118610554,307326
2329,gnd/118594214,120469
2330,gnd/118590111,57160
2331,gnd/118590111,63403
2332,gnd/118590111,63404
2333,gnd/118590111,71086
2334,gnd/118590111,94053
2335,gnd/118590111,96089
2336,gnd/118590111,104879
2337,gnd/118590111,107083
2338,gnd/118590111,107101
2339,gnd/118590111,107190
2340,gnd/118590111,108158
2341,gnd/118590111,109348
2342,gnd/118590111,109349
2343,gnd/118590111,110472
2344,gnd/118590111,110473
2345,gnd/118590111,110474
2346,gnd/118590111,110475
2347,gnd/118590111,118108
2348,gnd/118590111,118122
2349,gnd/118590111,118129
2350,gnd/118590111,118130
2351,gnd/118590111,118140
2352,gnd/118590111,118141
2353,gnd/118590111,118142
2354,gnd/118590111,118833
2355,gnd/118590111,118834
2356,gnd/118590111,119872
2357,gnd/118590111,119873
2358,gnd/118590111,120038
2359,gnd/118590111,120039
2360,gnd/118590111,120820
2361,gnd/118590111,121608
2362,gnd/118590111,121772
2363,gnd/118590111,121773
2364,gnd/118590111,121775
2365,gnd/118590111,121776
2366,gnd/118590111,122440
2367,gnd/118590111,122521
2368,gnd/118590111,122754
2369,gnd/118590111,123219
2370,gnd/118590111,123244
2371,gnd/118590111,123305
2372,gnd/118590111,123561
2373,gnd/118590111,126012
2374,gnd/118590111,126267
2375,gnd/118590111,126333
2376,gnd/118590111,126334
2377,gnd/118590111,126402
2378,gnd/118590111,126433
2379,gnd/118590111,126687
2380,gnd/118590111,127211
2381,gnd/118590111,127648
2382,gnd/118590111,127691
2383,gnd/118590111,129635
2384,gnd/118590111,129952
2385,gnd/118590111,131148
2386,gnd/118590111,131370
2387,gnd/118590111,132546
2388,gnd/118590111,133641
2389,gnd/118590111,133642
2390,gnd/118590111,133769
2391,gnd/118590111,134294
2392,gnd/118590111,137075
2393,gnd/118590111,137280
2394,gnd/118590111,138269
2395,gnd/118590111,138666
2396,gnd/118590111,138673
2397,gnd/118590111,139087
2398,gnd/118590111,139713
2399,gnd/118590111,142232
2400,gnd/118590111,142237
2401,gnd/118590111,143377
2402,gnd/118590111,143907
2403,gnd/118590111,144038
2404,gnd/118590111,144694
2405,gnd/118590111,145048
2406,gnd/118590111,145051
2407,gnd/118590111,145057
2408,gnd/118590111,145058
2409,gnd/118590111,145059
2410,gnd/118590111,145613
2411,gnd/118590111,146460
2412,gnd/118590111,146461
2413,gnd/118590111,146462
2414,gnd/118590111,146594
2415,gnd/118590111,148118
2416,gnd/118590111,148265
2417,gnd/118590111,148476
2418,gnd/118590111,148477
2419,gnd/118590111,148686
2420,gnd/118590111,152729
2421,gnd/118590111,155853
2422,gnd/118590111,156508
2423,gnd/118590111,157243
2424,gnd/118590111,157832
2425,gnd/118590111,159921
2426,gnd/118590111,160137
2427,gnd/118590111,160777
2428,gnd/118590111,161235
2429,gnd/118590111,161236
2430,gnd/118590111,169255
2431,gnd/118590111,170484
2432,gnd/118590111,172199
2433,gnd/118590111,184499
2434,gnd/118590111,185616
2435,gnd/118590111,186131
2436,gnd/118590111,241933
2437,gnd/118590111,242221
2438,gnd/118590111,242223
2439,gnd/118590111,242884
2440,gnd/118590111,242885
2441,gnd/118590111,245247
2442,gnd/118590111,245248
2443,gnd/118590111,245249
2444,gnd/118590111,245250
2445,gnd/118590111,247705
2446,gnd/118590111,247841
2447,gnd/118590111,247842
2448,gnd/118590111,247843
2449,gnd/118590111,247844
2450,gnd/118590111,247845
2451,gnd/118590111,247846
2452,gnd/118590111,249096
2453,gnd/118587404,13335
2454,gnd/118587404,20967
2455,gnd/118587404,26834
2456,gnd/118587404,27063
2457,gnd/118587404,27064
2458,gnd/118587404,34282
2459,gnd/118587404,37081
2460,gnd/118587404,55503
2461,gnd/118587404,55799
2462,gnd/118587404,55801
2463,gnd/118587404,59938
2464,gnd/118587404,61057
2465,gnd/118587404,64584
2466,gnd/118587404,71354
2467,gnd/118587404,74456
2468,gnd/118587404,74457
2469,gnd/118587404,74458
2470,gnd/118587404,74459
2471,gnd/118587404,75490
2472,gnd/118587404,76264
2473,gnd/118587404,77616
2474,gnd/118587404,77965
2475,gnd/118587404,78629
2476,gnd/118587404,78786
2477,gnd/118587404,79029
2478,gnd/118587404,81304
2479,gnd/118587404,81306
2480,gnd/118587404,82753
2481,gnd/118587404,85183
2482,gnd/118587404,85627
2483,gnd/118587404,85711
2484,gnd/118587404,87284
2485,gnd/118587404,88473
2486,gnd/118587404,88668
2487,gnd/118587404,89832
2488,gnd/118587404,90253
2489,gnd/118587404,90781
2490,gnd/118587404,90963
2491,gnd/118587404,90964
2492,gnd/118587404,90965
2493,gnd/118587404,92026
2494,gnd/118587404,93478
2495,gnd/118587404,93479
2496,gnd/118587404,97662
2497,gnd/118587404,101845
2498,gnd/118587404,202562
2499,gnd/118587404,237511
2500,gnd/118587404,279108
2501,gnd/118587404,295751
2502,gnd/118587404,295752
2503,gnd/118587404,295753
2504,gnd/118587404,303922
2505,gnd/118587404,304432
2506,gnd/118587404,307341
2507,gnd/118587404,307445
2508,gnd/118587404,307523
2509,gnd/118574868,106779
2510,gnd/118574868,107089
2511,gnd/118574868,118839
2512,gnd/118574868,118897
2513,gnd/118574868,121019
2514,gnd/118574868,142928
2515,gnd/118574868,148577
2516,gnd/118546139,3359
2517,gnd/118546139,3485
2518,gnd/118546139,4117
2519,gnd/118546139,5553
2520,gnd/118546139,8375
2521,gnd/118546139,16545
2522,gnd/118546139,16546
2523,gnd/118546139,26732
2524,gnd/118546139,39670
2525,gnd/118546139,39671
2526,gnd/118546139,40802
2527,gnd/118546139,41218
2528,gnd/118546139,48539
2529,gnd/118546139,48540
2530,gnd/118546139,48541
2531,gnd/118546139,53334
2532,gnd/118546139,55350
2533,gnd/118546139,55521
2534,gnd/118546139,56364
2535,gnd/118546139,56654
2536,gnd/118546139,56918
2537,gnd/118546139,57029
2538,gnd/118546139,59633
2539,gnd/118546139,59634
2540,gnd/118546139,59635
2541,gnd/118546139,59636
2542,gnd/118546139,60935
2543,gnd/118546139,61122
2544,gnd/118546139,61301
2545,gnd/118546139,61302
2546,gnd/118546139,61303
2547,gnd/118546139,64056
2548,gnd/118546139,64691
2549,gnd/118546139,64923
2550,gnd/118546139,66890
2551,gnd/118546139,66891
2552,gnd/118546139,68013
2553,gnd/118546139,72235
2554,gnd/118546139,73600
2555,gnd/118546139,74260
2556,gnd/118546139,74805
2557,gnd/118546139,75471
2558,gnd/118546139,75768
2559,gnd/118546139,76147
2560,gnd/118546139,77226
2561,gnd/118546139,77372
2562,gnd/118546139,77525
2563,gnd/118546139,78901
2564,gnd/118546139,81303
2565,gnd/118546139,81444
2566,gnd/118546139,84369
2567,gnd/118546139,84469
2568,gnd/118546139,86119
2569,gnd/118546139,86120
2570,gnd/118546139,86849
2571,gnd/118546139,87310
2572,gnd/118546139,87311
2573,gnd/118546139,87312
2574,gnd/118546139,87331
2575,gnd/118546139,88281
2576,gnd/118546139,88308
2577,gnd/118546139,90046
2578,gnd/118546139,92061
2579,gnd/118546139,92062
2580,gnd/118546139,92063
2581,gnd/118546139,92840
2582,gnd/118546139,92841
2583,gnd/118546139,93011
2584,gnd/118546139,93175
2585,gnd/118546139,93537
2586,gnd/118546139,94136
2587,gnd/118546139,94279
2588,gnd/118546139,95602
2589,gnd/118546139,95603
2590,gnd/118546139,95877
2591,gnd/118546139,95878
2592,gnd/118546139,96709
2593,gnd/118546139,96710
2594,gnd/118546139,97759
2595,gnd/118546139,97760
2596,gnd/118546139,98510
2597,gnd/118546139,100030
2598,gnd/118546139,100769
2599,gnd/118546139,100770
2600,gnd/118546139,101128
2601,gnd/118546139,101791
2602,gnd/118546139,104182
2603,gnd/118546139,104183
2604,gnd/118546139,104369
2605,gnd/118546139,104714
2606,gnd/118546139,106619
2607,gnd/118546139,107071
2608,gnd/118546139,108661
2609,gnd/118546139,108768
2610,gnd/118546139,109026
2611,gnd/118546139,110132
2612,gnd/118546139,110905
2613,gnd/118546139,110906
2614,gnd/118546139,110907
2615,gnd/118546139,112946
2616,gnd/118546139,116315
2617,gnd/118546139,116448
2618,gnd/118546139,116517
2619,gnd/118546139,116961
2620,gnd/118546139,117248
2621,gnd/118546139,117959
2622,gnd/118546139,118156
2623,gnd/118546139,118157
2624,gnd/118546139,118626
2625,gnd/118546139,118652
2626,gnd/118546139,120967
2627,gnd/118546139,121344
2628,gnd/118546139,121470
2629,gnd/118546139,121950
2630,gnd/118546139,129991
2631,gnd/118546139,213990
2632,gnd/118546139,237162
2633,gnd/118546139,271137
2634,gnd/118546139,271138
2635,gnd/118546139,273219
2636,gnd/118546139,273220
2637,gnd/118546139,273221
2638,gnd/118546139,276612
2639,gnd/118546139,292066
2640,gnd/118546139,292139
2641,gnd/118546139,295648
2642,gnd/118546139,297982
2643,gnd/118543032,14370
2644,gnd/118543032,32933
2645,gnd/118543032,36121
2646,gnd/118543032,37189
2647,gnd/118543032,41230
2648,gnd/118543032,41553
2649,gnd/118543032,51749
2650,gnd/118543032,51765
2651,gnd/118543032,51766
2652,gnd/118543032,51767
2653,gnd/118543032,51771
2654,gnd/118543032,52041
2655,gnd/118543032,52303
2656,gnd/118543032,55534
2657,gnd/118543032,59807
2658,gnd/118543032,60933
2659,gnd/118543032,63064
2660,gnd/118543032,63331
2661,gnd/118543032,67258
2662,gnd/118543032,68393
2663,gnd/118543032,68578
2664,gnd/118543032,71530
2665,gnd/118543032,73141
2666,gnd/118543032,74314
2667,gnd/118543032,74633
2668,gnd/118543032,74634
2669,gnd/118543032,74635
2670,gnd/118543032,74636
2671,gnd/118543032,74637
2672,gnd/118543032,74640
2673,gnd/118543032,74641
2674,gnd/118543032,74642
2675,gnd/118543032,84952
2676,gnd/118543032,86043
2677,gnd/118543032,88961
2678,gnd/118543032,94981
2679,gnd/118543032,101767
2680,gnd/118543032,112144
2681,gnd/118543032,112145
2682,gnd/118543032,121757
2683,gnd/118543032,124653
2684,gnd/118543032,124705
2685,gnd/118543032,273206
2686,gnd/118543032,278691
2687,gnd/118543032,279571
2688,gnd/118543032,288680
2689,gnd/118530887,48814
2690,gnd/118511270,1073
2691,gnd/118511270,6658
2692,gnd/118511270,6659
2693,gnd/118511270,7822
2694,gnd/118511270,7823
2695,gnd/118511270,8367
2696,gnd/118511270,8368
2697,gnd/118511270,8369
2698,gnd/118511270,8370
2699,gnd/118511270,8371
2700,gnd/118511270,8372
2701,gnd/118511270,8373
2702,gnd/118511270,8374
2703,gnd/118511270,9955
2704,gnd/118511270,13326
2705,gnd/118511270,16621
2706,gnd/118511270,18188
2707,gnd/118511270,22262
2708,gnd/118511270,22602
2709,gnd/118511270,22992
2710,gnd/118511270,26600
2711,gnd/118511270,26967
2712,gnd/118511270,28304
2713,gnd/118511270,30135
2714,gnd/118511270,30344
2715,gnd/118511270,30421
2716,gnd/118511270,30956
2717,gnd/118511270,31013
2718,gnd/118511270,31279
2719,gnd/118511270,32761
2720,gnd/118511270,35016
2721,gnd/118511270,41233
2722,gnd/118511270,41395
2723,gnd/118511270,41626
2724,gnd/118511270,41952
2725,gnd/118511270,41953
2726,gnd/118511270,42521
2727,gnd/118511270,43052
2728,gnd/118511270,43874
2729,gnd/118511270,44530
2730,gnd/118511270,46899
2731,gnd/118511270,49234
2732,gnd/118511270,49768
2733,gnd/118511270,52339
2734,gnd/118511270,53487
2735,gnd/118511270,54683
2736,gnd/118511270,55205
2737,gnd/118511270,56416
2738,gnd/118511270,56628
2739,gnd/118511270,57968
2740,gnd/118511270,59607
2741,gnd/118511270,62574
2742,gnd/118511270,66541
2743,gnd/118511270,72650
2744,gnd/118511270,73626
2745,gnd/118511270,73953
2746,gnd/118511270,73954
2747,gnd/118511270,75461
2748,gnd/118511270,77526
2749,gnd/118511270,88232
2750,gnd/118511270,89419
2751,gnd/118511270,90937
2752,gnd/118511270,93961
2753,gnd/118511270,93995
2754,gnd/118511270,94827
2755,gnd/118511270,95016
2756,gnd/118511270,95037
2757,gnd/118511270,95138
2758,gnd/118511270,95211
2759,gnd/118511270,96445
2760,gnd/118511270,96446
2761,gnd/118511270,96465
2762,gnd/118511270,96902
2763,gnd/118511270,97028
2764,gnd/118511270,97318
2765,gnd/118511270,98038
2766,gnd/118511270,98568
2767,gnd/118511270,98940
2768,gnd/118511270,99444
2769,gnd/118511270,99955
2770,gnd/118511270,99956
2771,gnd/118511270,106669
2772,gnd/118511270,108218
2773,gnd/118511270,108337
2774,gnd/118511270,191651
2775,gnd/118511270,244873
2776,gnd/118511270,256132
2777,gnd/118511270,259800
2778,gnd/118511270,266775
2779,gnd/118511270,266832
2780,gnd/118511270,267053
2781,gnd/118511270,269131
2782,gnd/118511270,269438
2783,gnd/118511270,269968
2784,gnd/118511270,272111
2785,gnd/118511270,279254
2786,gnd/118511270,281184
2787,gnd/118511270,283019
2788,gnd/118511270,283064
2789,gnd/118511270,287005
2790,gnd/118511270,288684
2791,gnd/118511270,288685
2792,gnd/118511270,289139
2793,gnd/118511270,289140
2794,gnd/118511270,289141
2795,gnd/118511270,289142
2796,gnd/118511270,289144
2797,gnd/118511270,289353
2798,gnd/118511270,291251
2799,gnd/118511270,291931
2800,gnd/118511270,294399
2801,gnd/118511270,295920
2802,gnd/118511270,296093
2803,gnd/118511270,298331
2804,gnd/118511270,303009
2805,gnd/118511270,304516
2806,gnd/118511270,304794
2807,gnd/118511270,305630
2808,gnd/118511270,305837
2809,gnd/118505076,48743
2810,gnd/118505076,51947
2811,gnd/118505076,96489
2812,gnd/118505076,96662
2813,gnd/118505076,103008
2814,gnd/118505076,117885
2815,gnd/118505076,121010
2816,gnd/118505076,129757
2817,gnd/118505076,140486
2818,gnd/118505076,159378
2819,gnd/118505076,184755
2820,gnd/118505076,185324
2821,gnd/118505076,185990
2822,gnd/118503472,7824
2823,gnd/118503472,11747
2824,gnd/118503472,16720
2825,gnd/118503472,20606
2826,gnd/118503472,23022
2827,gnd/118503472,24656
2828,gnd/118503472,24657
2829,gnd/118503472,27903
2830,gnd/118503472,34014
2831,gnd/118503472,41352
2832,gnd/118503472,51498
2833,gnd/118503472,53041
2834,gnd/118503472,54749
2835,gnd/118503472,59171
2836,gnd/118503472,62816
2837,gnd/118503472,65920
2838,gnd/118503472,70582
2839,gnd/118503472,255680
2840,gnd/118503472,256103
2841,gnd/118503472,262959
2842,gnd/118503472,262960
2843,gnd/118503472,272385
2844,gnd/118503472,283785
2845,gnd/118503472,288688
2846,gnd/118503472,288689
2847,gnd/118503472,290544
2848,gnd/118503472,292591
2849,gnd/118503472,292592
2850,gnd/118503472,292593
2851,gnd/118503472,294547
2852,gnd/118503472,295081
2853,gnd/118503472,298478
2854,gnd/118502883,5
2855,gnd/118502883,7489
2856,gnd/118502883,8628
2857,gnd/118502883,31688
2858,gnd/118502883,41554
2859,gnd/118502883,42908
2860,gnd/118502883,70828
2861,gnd/118502883,82759
2862,gnd/118502883,83662
2863,gnd/118502883,86336
2864,gnd/118502883,87925
2865,gnd/118502883,97985
2866,gnd/118502883,98650
2867,gnd/118502883,98775
2868,gnd/118502883,99081
2869,gnd/118502883,103309
2870,gnd/118502883,103310
2871,gnd/118502883,104455
2872,gnd/118502883,110570
2873,gnd/118502883,110927
2874,gnd/118502883,111110
2875,gnd/118502883,111475
2876,gnd/118502883,111512
2877,gnd/118502883,111513
2878,gnd/118502883,112226
2879,gnd/118502883,112227
2880,gnd/118502883,112229
2881,gnd/118502883,112325
2882,gnd/118502883,112744
2883,gnd/118502883,115395
2884,gnd/118502883,115478
2885,gnd/118502883,116499
2886,gnd/118502883,116874
2887,gnd/118502883,116910
2888,gnd/118502883,119663
2889,gnd/118502883,121701
2890,gnd/118502883,130827
2891,gnd/118502883,133819
2892,gnd/118502883,134218
2893,gnd/118502883,135362
2894,gnd/118502883,142940
2895,gnd/118502883,143868
2896,gnd/118502883,144901
2897,gnd/118502883,149294
2898,gnd/118502883,150883
2899,gnd/118502883,152603
2900,gnd/118502883,153618
2901,gnd/118502883,153619
2902,gnd/118502883,161100
2903,gnd/118502883,168205
2904,gnd/118502883,168707
2905,gnd/118502883,168977
2906,gnd/118502883,170812
2907,gnd/118502883,170854
2908,gnd/118502883,171350
2909,gnd/118502883,171351
2910,gnd/118502883,173191
2911,gnd/118502883,174387
2912,gnd/118502883,176665
2913,gnd/118502883,176806
2914,gnd/118502883,176807
2915,gnd/118502883,176837
2916,gnd/118502883,176838
2917,gnd/118502883,179637
2918,gnd/118502883,179952
2919,gnd/118502883,181123
2920,gnd/118502883,181221
2921,gnd/118502883,184082
2922,gnd/118502883,184343
2923,gnd/118502883,184344
2924,gnd/118502883,184433
2925,gnd/118502883,186388
2926,gnd/118502883,187311
2927,gnd/118502883,187505
2928,gnd/118502883,187507
2929,gnd/118502883,187950
2930,gnd/118502883,188650
2931,gnd/118502883,188925
2932,gnd/118502883,190313
2933,gnd/118502883,190682
2934,gnd/118502883,190684
2935,gnd/118502883,192848
2936,gnd/118502883,192862
2937,gnd/118502883,194432
2938,gnd/118502883,194473
2939,gnd/118502883,209985
2940,gnd/118502883,294016
2941,gnd/118502883,303153
2942,gnd/118500147,9741
2943,gnd/118500147,18523
2944,gnd/118500147,20106
2945,gnd/118500147,20179
2946,gnd/118500147,20280
2947,gnd/118500147,20564
2948,gnd/118500147,20565
2949,gnd/118500147,21948
2950,gnd/118500147,24319
2951,gnd/118500147,27549
2952,gnd/118500147,27550
2953,gnd/118500147,30823
2954,gnd/118500147,30824
2955,gnd/118500147,30825
2956,gnd/118500147,39391
2957,gnd/118500147,57064
2958,gnd/118500147,57065
2959,gnd/118500147,57066
2960,gnd/118500147,65005
2961,gnd/118500147,68054
2962,gnd/118500147,68435
2963,gnd/118500147,71082
2964,gnd/118500147,81120
2965,gnd/118500147,81121
2966,gnd/118500147,82200
2967,gnd/118500147,84060
2968,gnd/118500147,88604
2969,gnd/118500147,92201
2970,gnd/118500147,92202
2971,gnd/118500147,269214
2972,gnd/118500147,269215
2973,gnd/118500147,269216
2974,gnd/118500147,305443
2975,gnd/118500147,307524
2976,gnd/118017985,160808
2977,gnd/118017985,161660
2978,gnd/117614963,79223
2979,gnd/117614963,79260
2980,gnd/117614963,79266
2981,gnd/117614963,83115
2982,gnd/117614963,83228
2983,gnd/117614963,83853
2984,gnd/117614963,85436
2985,gnd/117614963,86244
2986,gnd/117614963,86796
2987,gnd/117614963,86879
2988,gnd/117614963,87015
2989,gnd/117614963,88390
2990,gnd/117614963,89012
2991,gnd/117614963,89116
2992,gnd/117614963,89561
2993,gnd/117614963,257044
2994,gnd/117536563,33491
2995,gnd/117536563,46474
2996,gnd/117536563,49883
2997,gnd/117536563,50268
2998,gnd/117536563,51869
2999,gnd/117536563,70383
3000,gnd/117536563,73742
3001,gnd/117536563,76651
3002,gnd/117536563,78820
3003,gnd/117536563,79627
3004,gnd/117536563,79628
3005,gnd/117536563,84946
3006,gnd/117536563,86366
3007,gnd/117536563,101091
3008,gnd/117536563,101092
3009,gnd/117536563,101093
3010,gnd/117536563,110959
3011,gnd/117536563,142550
3012,gnd/117536563,144778
3013,gnd/117536563,145132
3014,gnd/117536563,145644
3015,gnd/117536563,145672
3016,gnd/117536563,149230
3017,gnd/117536563,152674
3018,gnd/117536563,154328
3019,gnd/117536563,154436
3020,gnd/117536563,154710
3021,gnd/117536563,159855
3022,gnd/117536563,161643
3023,gnd/117536563,161969
3024,gnd/117536563,162423
3025,gnd/117536563,163726
3026,gnd/117536563,164451
3027,gnd/117536563,164458
3028,gnd/117536563,164637
